"stco","whc","sand","silt","clay","om","kwfactor","kffactor","spH","slope","tfactor"
31181,37.4295964893815,17.1847625292077,59.8073760764556,23.0078613943367,157.392689093911,0.454248201467381,0.45547882847951,7.56951393446604,63.8799377042052,4.69234223174868
31183,16.7069900513569,86.6283022459365,7.32555189746427,6.04614585659924,127.634257070048,0.0988021292397534,0.0988046904985788,6.74069784942164,59.7789216241876,4.62402896541712
31185,36.6730864674953,10.4838690492361,60.6531230875596,28.8630078632043,164.747982450815,0.434281388966717,0.434281388966717,7.23403011026176,71.672353459685,4.77803882288805
32001,18.6172987539194,58.2628613883199,21.5868252366284,20.1503133750517,100.343961712976,0.216434262950506,0.217261356375647,8.13592157969138,275.731053968702,4.29759599705083
32003,19.310862194108,52.3287029037008,26.5053041662186,21.1659929300806,63.0897191431791,0.286023919004882,0.295874464309112,8.38819970786641,298.267057529733,4.40640348754229
32005,21.1274558014132,53.6113273065542,26.9321062701966,19.4565664232492,157.389342955039,0.255818929563037,0.281587010349997,7.54201126817528,237.750769937945,4.47315944057689
32007,23.8471930995495,32.8418072225736,42.7145496881725,24.4436430892539,201.950591410027,0.315133175706104,0.343325200832727,7.85142263631277,239.242189172675,4.13427677619337
32009,18.7954212290314,45.0462517450008,36.7134720086418,18.2402762463575,43.3837144554484,0.351390742237598,0.362335773115616,8.94800821008064,76.9676388628855,4.51597118808339
32011,19.0827479373363,58.4129411079313,27.7820588503183,13.8050000417503,96.7608692859911,0.259539913469739,0.296398594306454,8.28421771346998,279.168216618687,4.00610682832239
32013,22.6729483454184,47.1232156095095,34.2748268420272,18.6019575484633,117.768714533096,0.331503472673276,0.34999462176258,8.48255056442608,280.44895128107,4.54179500219851
32015,25.9469338988113,29.9372760025337,50.0485883237295,20.0141356737368,66.6721269291928,0.425931311492766,0.445782138116519,8.58358422882052,280.77225215202,4.54921190575173
32017,20.2075728246502,45.6955063452328,37.075665093327,17.2288285614402,109.2958131332,0.31840812746099,0.360194667879783,8.29225915477866,290.063252779426,4.57033492226929
32019,21.3624612509882,53.6287022796077,29.1252588040894,17.246038916303,86.0822052188056,0.293649696632261,0.30458353589778,7.84099404893582,228.290577272444,4.6880599585066
32021,18.6687452264147,52.9510439208604,32.1826639459628,14.8662921331768,76.2417659529362,0.33736196407277,0.352753870619523,8.14091848422161,285.949883918058,4.63572092228669
32023,20.3212757845741,46.0108821315509,35.0826551825433,18.9064626859058,64.0434670291533,0.321001962023305,0.357142070222647,8.54915278041195,213.188300577227,4.64098802067569
32027,25.8217013314145,20.1238774599813,45.6613820985738,34.2147404414449,239.404848642668,0.357941847744609,0.364877590035157,8.52183873911457,296.056661702527,4.24348511054939
32029,14.2040176104616,77.4527708379628,15.1051213850909,7.44210777694634,74.6689660237841,0.153951049303701,0.214105893646028,8.03826956314027,246.760582089552,4.36952337189249
32031,18.3185955111659,50.339563109479,29.7612752809495,19.8991616095715,87.5967405859626,0.289543411153987,0.308449790690556,8.13535195997288,231.361673518015,4.2207993202014
32033,24.0911638067644,27.349898692668,46.5546453254769,26.0954559818551,92.2587029304746,0.358692894085382,0.387155209546021,8.72567832284923,239.335431842773,4.2987889024181
32510,18.2187940898792,58.571300971789,27.0494585979192,14.3792404302918,273.296285504875,0.256877293026129,0.267377310405594,7.57575542222438,NA,4.96972194825508
33001,16.5071904938118,71.8721235620505,23.1092201304215,5.01865630752798,715.845500633103,0.305518197275947,0.328323020906147,5.09018514826041,64.3052490847088,3.18204439160247
33003,13.918952873489,75.2371104495102,21.027020789061,3.7358687614288,310.785561446997,0.228224442314109,0.270351364362116,5.22175560316937,67.057811815918,4.00133100566231
33005,16.3265238963519,65.935671666565,28.7838974381953,5.28043089523974,262.367016583182,0.226741805999135,0.355234992110962,5.21540620442594,69.312534962382,3.65385125028644
33007,22.4374427762922,62.9320541357267,31.8518983281148,5.21604753615854,555.9325283684,0.31245935469753,0.36510144390716,5.53775531870865,65.4510616943631,3.44918372689291
33009,17.3565251948135,70.4957130089678,24.8934002108189,4.61088678021325,313.537147388462,0.286630159513054,0.320132882620718,5.2891462158543,64.5235488093406,3.69368667533266
33011,13.4417070840894,75.142450510219,20.3001690605124,4.55738042926859,253.372950229076,0.239672115303116,0.283700306438091,5.14528077150829,64.8090694132816,3.47937362244521
33013,15.9662209194559,73.8836132205708,21.438226943968,4.67815983546119,584.979490260319,0.281994135729084,0.303359685923379,5.11300230191902,64.4698475376499,3.31679438561355
33015,15.3530192641698,67.4476265701244,23.6503697095774,8.90200372029815,467.039260370749,0.235956935855569,0.293875507221503,5.35259591226871,60.0714890988197,3.41022464989212
33017,12.925099280258,57.8502409733765,29.4805350577853,12.6692239688382,192.672033795684,0.221482571943114,0.270174453190765,5.36507716462277,180.382335649193,4.31457944538044
33019,16.8032491695951,61.9575270612174,32.2826600383721,5.75981290041049,215.100887584401,0.300463403525352,0.357451370310499,5.18654182417265,68.2039420295103,3.56751031529801
34001,17.5959361471984,81.6940878782017,10.8453737248294,7.46053839696892,218.115102535975,0.10290264777915,0.111452120171478,4.83154743399863,129.953484853422,4.49980781496604
34003,14.6143279492879,67.0622060367595,23.8670732944107,9.07072066882969,584.858453558159,0.184920770278225,0.281437939328074,5.2987618782677,130.340853230962,4.02267366412893
34005,20.291345537865,70.4248289541738,16.1013664147038,13.4738046311224,150.257501816448,0.167923584055309,0.168506789942144,4.81914680328711,153.683726235731,4.25255523684155
34007,18.1776237437432,78.4588876751052,12.8061071831765,8.73500514171827,132.189888177654,0.129771333152862,0.139789579849308,4.91922398390097,125.957997205095,4.38645933494571
34009,18.8346597251324,78.7944173197596,12.6479614356245,8.55762124461591,209.629616823763,0.124080771001754,0.132662957087682,4.83826518929436,145.552536898041,4.51014496045222
34011,22.9749055932026,66.6856778901757,22.1203643875546,11.1939577222697,142.382404767547,0.194583231382771,0.202998212154532,4.88681595804995,132.085082429429,4.26008330895048
34013,20.4782360796429,66.6695147786701,25.6055842415908,7.7249009797391,421.57681764288,0.275652172036196,0.300379137823389,5.49396235682694,155.458739783812,3.7117768205957
34015,21.8998595897144,73.1038071748574,15.7530417402794,11.1431510848632,119.516878957191,0.1554190567889,0.166837501968324,5.0753472191712,124.282542698993,3.94597577353833
