stco,year,corn,soybean,cotton,wheat
26069,1997,95,34,NA,61
26071,1997,NA,NA,NA,NA
26073,1997,109,37,NA,56
26075,1997,102,37,NA,54
26077,1997,111,39,NA,54
26079,1997,NA,NA,NA,NA
26081,1997,112,39,NA,57
26083,1997,NA,NA,NA,NA
26085,1997,NA,NA,NA,NA
26087,1997,111,35,NA,57
26089,1997,NA,NA,NA,NA
26091,1997,133,43,NA,70
26093,1997,106,38,NA,52
26095,1997,NA,NA,NA,NA
26097,1997,NA,NA,NA,NA
26099,1997,114,36,NA,56
26101,1997,NA,NA,NA,NA
26103,1997,NA,NA,NA,NA
26105,1997,98,35,NA,57
26107,1997,98,NA,NA,50
26109,1997,84,NA,NA,NA
26111,1997,116,40,NA,65
26113,1997,103,NA,NA,55
26115,1997,136,40,NA,68
26117,1997,119,38,NA,52
26119,1997,NA,NA,NA,49
26121,1997,105,33,NA,56
26123,1997,109,34,NA,NA
26125,1997,97,NA,NA,50
26127,1997,NA,NA,NA,55
26129,1997,105,NA,NA,63
26131,1997,NA,NA,NA,NA
26133,1997,100,NA,NA,50
26135,1997,NA,NA,NA,NA
26137,1997,NA,NA,NA,NA
26139,1997,119,41,NA,57
26141,1997,86,29,NA,41
26143,1997,NA,NA,NA,NA
26145,1997,127,37,NA,69
26147,1997,109,34,NA,56
26149,1997,126,42,NA,54
26151,1997,120,37,NA,63
26153,1997,NA,NA,NA,NA
26155,1997,107,34,NA,60
26157,1997,127,39,NA,71
26159,1997,96,34,NA,56
26161,1997,109,38,NA,59
26163,1997,105,NA,NA,50
26165,1997,86,NA,NA,NA
27001,1997,NA,26,NA,21
27003,1997,103,28,NA,NA
27005,1997,92,32,NA,33
27007,1997,79,NA,NA,31.7
27009,1997,114,35,NA,28.4
27011,1997,119,35,NA,35
27013,1997,144,43,NA,41.9
27015,1997,139,43,NA,40
27017,1997,105,NA,NA,NA
27019,1997,128,40,NA,35.5
27021,1997,100,NA,NA,NA
27023,1997,128,37,NA,35
27025,1997,111,30,NA,NA
27027,1997,111,34,NA,35
27029,1997,80,28,NA,23.5
27031,1997,NA,NA,NA,NA
27033,1997,130,42,NA,NA
27035,1997,101,NA,NA,NA
27037,1997,150,42,NA,39
27039,1997,152,43,NA,NA
27041,1997,113,36,NA,32.9
27043,1997,150,44,NA,NA
27045,1997,148,46,NA,NA
27047,1997,149,45,NA,NA
27049,1997,147,45,NA,NA
27051,1997,138,38,NA,39
27053,1997,130,38,NA,32
27055,1997,142,42,NA,NA
27057,1997,119,NA,NA,NA
27059,1997,111,27,NA,28
27061,1997,86,NA,NA,NA
27063,1997,128,41,NA,NA
27065,1997,106,31,NA,NA
27067,1997,124,38,NA,33.1
27069,1997,91,29,NA,28
27071,1997,NA,NA,NA,32.9
27073,1997,124,37,NA,34
27075,1997,NA,NA,NA,NA
27077,1997,NA,NA,NA,41
27079,1997,143,41,NA,41.3
27081,1997,101,32,NA,30.9
27083,1997,122,37,NA,32
27085,1997,126,36,NA,38.2
27087,1997,102,33,NA,34
27089,1997,79,32,NA,27.9
27091,1997,149,44,NA,NA
27093,1997,122,35,NA,33.3
27095,1997,110,32,NA,NA
27097,1997,117,36,NA,30.6
27099,1997,150,44,NA,NA
27101,1997,115,37,NA,32.7
27103,1997,147,42,NA,40.3
27105,1997,114,39,NA,NA
27107,1997,84,29,NA,28.1
27109,1997,146,44,NA,NA
27111,1997,111,35,NA,35
27113,1997,83,29,NA,26.3
27115,1997,113,33,NA,NA
27117,1997,103,35,NA,NA
27119,1997,89,30,NA,31.1
27121,1997,132,38,NA,34
27123,1997,NA,NA,NA,NA
27125,1997,93,29,NA,30.3
27127,1997,134,41,NA,40
27129,1997,133,40,NA,40
27131,1997,144,43,NA,40
27133,1997,124,40,NA,NA
27135,1997,94,25,NA,31
27137,1997,NA,NA,NA,NA
27139,1997,140,42,NA,36.4
27141,1997,123,36,NA,NA
27143,1997,140,38,NA,38.4
27145,1997,124,39,NA,34
27147,1997,143,42,NA,NA
27149,1997,141,39,NA,39
27151,1997,127,36,NA,33.2
27153,1997,111,34,NA,26.8
27155,1997,135,37,NA,39
27157,1997,149,45,NA,NA
27159,1997,107,36,NA,NA
27161,1997,148,43,NA,NA
27163,1997,145,39,NA,NA
27165,1997,146,43,NA,NA
27167,1997,117,34,NA,38
27169,1997,146,45,NA,NA
27171,1997,128,38,NA,29.5
27173,1997,126,37,NA,36
28001,1997,110.8,30.4,960,NA
28003,1997,69,25.5,NA,NA
28005,1997,73,NA,NA,NA
28007,1997,100,31.5,825,NA
28009,1997,106.5,32.3,NA,41.4
28011,1997,125,35.7,946,46.8
28013,1997,71.8,21.8,713,NA
28015,1997,113.7,31,960,41.4
28017,1997,73.3,21.1,NA,NA
28019,1997,NA,NA,NA,NA
28021,1997,108.2,NA,846,NA
28023,1997,NA,NA,NA,NA
28025,1997,67.3,23.4,NA,NA
28027,1997,125.8,35.3,1015,42.9
28029,1997,88.1,NA,731,NA
28031,1997,107.1,20.7,NA,47
28033,1997,116.3,34,850,43.7
28035,1997,NA,NA,NA,NA
28037,1997,NA,NA,NA,NA
28039,1997,90,22.9,NA,36.2
28041,1997,83,NA,NA,NA
28043,1997,92.8,23.4,762,NA
28045,1997,NA,NA,NA,NA
28047,1997,NA,NA,NA,NA
28049,1997,87.1,27.3,771,37.5
28051,1997,117,32.2,944,41.4
28053,1997,114.9,29.6,948,38.1
28055,1997,112.6,28.8,871,45.5
28057,1997,60.5,18.5,NA,NA
28059,1997,NA,NA,NA,NA
28061,1997,NA,NA,NA,NA
28063,1997,NA,34.5,727,NA
28065,1997,NA,NA,NA,NA
28067,1997,NA,NA,NA,NA
28069,1997,NA,NA,NA,NA
28071,1997,91.4,29.8,698,NA
28073,1997,NA,NA,NA,34.4
28075,1997,NA,NA,NA,NA
28077,1997,66.3,18,NA,NA
28079,1997,NA,NA,NA,NA
28081,1997,71,25.5,NA,NA
28083,1997,122.5,33.7,985,37
28085,1997,85.7,NA,NA,NA
28087,1997,97.8,28.6,692,41.3
28089,1997,120.3,25.8,744,NA
28091,1997,64.2,NA,NA,NA
28093,1997,110.4,35.3,NA,42.9
28095,1997,70.2,21.3,605,NA
28097,1997,93.2,31.4,743,NA
28099,1997,NA,NA,NA,NA
28101,1997,80,26.3,NA,NA
28103,1997,104.2,30.3,752,38.2
28105,1997,86.3,27.9,NA,NA
28107,1997,120.1,26.9,792,43.8
28109,1997,NA,21.9,NA,NA
28111,1997,NA,NA,NA,NA
28113,1997,78.9,NA,NA,NA
28115,1997,82.1,20,519,NA
28117,1997,76,24.2,NA,NA
28119,1997,119,29.5,955,37.6
28121,1997,72.7,22.7,753,NA
28123,1997,NA,20,NA,NA
28125,1997,137.6,30,957,44
28127,1997,82.1,NA,NA,NA
28129,1997,NA,NA,NA,NA
28131,1997,NA,NA,NA,NA
28133,1997,118.3,34.6,956,42.9
28135,1997,124.8,29.8,952,41.6
28137,1997,101.5,29.5,867,38.2
28139,1997,81.5,28.7,NA,NA
28141,1997,66.7,17.8,NA,NA
28143,1997,125.9,29.9,972,39.8
28145,1997,82.3,21.2,NA,NA
28147,1997,NA,25.4,NA,NA
28149,1997,115,27.8,830,NA
28151,1997,127.6,34.8,957,46.6
28153,1997,66.7,NA,NA,NA
28155,1997,75.8,26.7,697,NA
28157,1997,NA,NA,NA,NA
28159,1997,80.6,NA,NA,NA
28161,1997,75,26,887,NA
28163,1997,116.7,28.3,882,42.1
29001,1997,111.9,36.8,NA,52.9
29003,1997,121.1,38.6,NA,47
29005,1997,127.4,40.9,NA,45.4
29007,1997,98.3,35.5,NA,59.9
29009,1997,110,NA,NA,48.5
29011,1997,138.5,32.9,NA,58.1
29013,1997,107.7,34.8,NA,62.9
29015,1997,81.9,32.6,NA,52.8
29017,1997,104.3,32.1,NA,50
29019,1997,89.1,31.9,NA,52.4
29021,1997,120.1,35.8,NA,44.6
29023,1997,128.3,33,720,49.8
29025,1997,94,29.9,NA,47.1
29027,1997,101.5,36.7,NA,52.5
29029,1997,NA,NA,NA,NA
29031,1997,111.8,35.1,NA,48.4
29033,1997,111.2,32.8,NA,53.7
29035,1997,NA,NA,NA,NA
29037,1997,100.8,34.4,NA,54.9
29039,1997,139.4,33.9,NA,52.1
29041,1997,105.8,34.4,NA,58.1
29043,1997,97.3,NA,NA,56.6
29045,1997,130.3,41.8,NA,53
29047,1997,122.3,37.2,NA,46
29049,1997,126.3,39,NA,55
29051,1997,106.2,37.9,NA,53.7
29053,1997,88,33.9,NA,55.9
29055,1997,NA,NA,NA,NA
29057,1997,123.8,29.4,514,55.4
29059,1997,NA,NA,NA,NA
29061,1997,106.9,37.1,NA,47.5
29063,1997,115.3,39.8,NA,44.8
29065,1997,NA,NA,NA,NA
29067,1997,NA,NA,NA,NA
29069,1997,132.3,30.3,701,46.8
29071,1997,102.5,37.5,NA,48.4
29073,1997,97.2,38.6,NA,49.6
29075,1997,115.8,40.1,NA,42.2
29077,1997,83.1,33.7,NA,55.2
29079,1997,123.6,40,NA,49.1
29081,1997,113.9,38.9,NA,36.4
29083,1997,89.9,29.2,NA,56.1
29085,1997,63.7,31.6,NA,NA
29087,1997,124.5,39.6,NA,36.8
29089,1997,108,37.3,NA,53.4
29091,1997,NA,NA,NA,NA
29093,1997,NA,NA,NA,NA
29095,1997,125.7,34.1,NA,57.9
29097,1997,138.4,32.5,NA,54
29099,1997,93.6,36.3,NA,46.8
29101,1997,93.1,32.5,NA,54.3
29103,1997,112.5,37.4,NA,53.2
29105,1997,107,NA,NA,31.6
29107,1997,118.1,41,NA,59.8
29109,1997,127.1,32.2,NA,54.8
29111,1997,121.8,38.6,NA,57
29113,1997,89.2,34.7,NA,54.7
29115,1997,98.3,34.6,NA,53.5
29117,1997,102.6,35.4,NA,55.4
29119,1997,NA,NA,NA,NA
29121,1997,110.6,33.5,NA,50.8
29123,1997,NA,NA,NA,NA
29125,1997,79.4,NA,NA,52.5
29127,1997,114.7,39.6,NA,54.8
29129,1997,111.3,39.1,NA,38.2
29131,1997,102.8,36.2,NA,38.5
29133,1997,135.2,39.1,524,56
29135,1997,80,36.3,NA,51.1
29137,1997,102.5,34.3,NA,58.1
29139,1997,88.6,32.2,NA,52.6
29141,1997,93.5,34.1,NA,48.6
29143,1997,143.3,33,651,54.3
29145,1997,99.1,28.6,NA,51.7
29147,1997,114.9,40.8,NA,42.1
29149,1997,NA,NA,NA,NA
29151,1997,109,41.1,NA,47.1
29153,1997,NA,NA,NA,NA
29155,1997,137.2,34.1,783,41.7
29157,1997,110,38.5,NA,56.9
29159,1997,90.1,35.6,NA,55
29161,1997,80.6,NA,NA,NA
29163,1997,114.6,38.1,NA,57.4
29165,1997,121.7,39.4,NA,45.3
29167,1997,91.7,37.9,NA,53.6
29169,1997,92.6,NA,NA,NA
29171,1997,103.5,38.3,NA,42.6
29173,1997,106.8,37.3,NA,55.7
29175,1997,75.3,29.5,NA,50.8
29177,1997,117.9,34.6,NA,53.9
29179,1997,NA,NA,NA,NA
29181,1997,122.9,32.4,NA,38.9
29183,1997,113.6,37.5,NA,55.4
29185,1997,93.5,31.4,NA,51.2
29186,1997,104,38.4,NA,56.8
29187,1997,88.8,27.3,NA,40
29189,1997,118.2,23.6,NA,49.3
29195,1997,117.1,39.9,NA,62.3
29197,1997,113.3,37.9,NA,45.1
29199,1997,118.4,40.1,NA,59.4
29201,1997,136.9,32.2,651,53.7
29203,1997,NA,NA,NA,NA
29205,1997,119,37.8,NA,59.3
29207,1997,139,34.7,636,56
29209,1997,NA,NA,NA,NA
29211,1997,111.4,38.2,NA,47.9
29213,1997,NA,NA,NA,NA
29215,1997,58,NA,NA,NA
29217,1997,122.7,34.1,NA,51
29219,1997,102.7,36.3,NA,50.3
29221,1997,NA,NA,NA,NA
29223,1997,97.2,30.7,NA,46.8
29225,1997,93.5,NA,NA,44.3
29227,1997,103.2,37.1,NA,36.3
29229,1997,NA,NA,NA,NA
30001,1997,NA,NA,NA,68.6
30003,1997,133,NA,NA,38.1
30005,1997,NA,NA,NA,29.7
30007,1997,NA,NA,NA,50.5
30009,1997,139,NA,NA,33.8
30011,1997,NA,NA,NA,23.7
30013,1997,NA,NA,NA,42.5
30015,1997,NA,NA,NA,36.9
30017,1997,136,NA,NA,22.7
30019,1997,NA,NA,NA,24.1
30021,1997,120,NA,NA,25.7
30023,1997,NA,NA,NA,NA
30025,1997,NA,NA,NA,23.3
30027,1997,NA,NA,NA,37.4
30029,1997,NA,NA,NA,59.1
30031,1997,NA,NA,NA,53.6
30033,1997,NA,NA,NA,26.3
30035,1997,NA,NA,NA,33.3
30037,1997,NA,NA,NA,34.7
30039,1997,NA,NA,NA,NA
30041,1997,NA,NA,NA,31.9
30043,1997,NA,NA,NA,40.4
30045,1997,NA,NA,NA,40.7
30047,1997,145,NA,NA,59.2
30049,1997,NA,NA,NA,35.5
30051,1997,NA,NA,NA,27.7
30053,1997,NA,NA,NA,NA
30055,1997,60,NA,NA,24.1
30057,1997,NA,NA,NA,66.6
30059,1997,NA,NA,NA,41.4
30061,1997,NA,NA,NA,50
30063,1997,NA,NA,NA,45.7
30065,1997,NA,NA,NA,34.8
30067,1997,NA,NA,NA,37.5
30069,1997,NA,NA,NA,33.4
30071,1997,NA,NA,NA,26.9
30073,1997,NA,NA,NA,39
30075,1997,NA,NA,NA,24.1
30077,1997,NA,NA,NA,61.9
30079,1997,133,NA,NA,24.7
30081,1997,NA,NA,NA,55.6
30083,1997,105,NA,NA,24.8
30085,1997,NA,NA,NA,24.2
30087,1997,126,NA,NA,25.6
30089,1997,NA,NA,NA,45.2
30091,1997,NA,NA,NA,23.3
30093,1997,NA,NA,NA,NA
30095,1997,163,NA,NA,32
30097,1997,NA,NA,NA,40.8
30099,1997,NA,NA,NA,40
30101,1997,NA,NA,NA,28.3
30103,1997,169,NA,NA,42.7
30105,1997,NA,NA,NA,24
30107,1997,NA,NA,NA,39.6
30109,1997,NA,NA,NA,23.8
30111,1997,147,NA,NA,36.5
31001,1997,143.7,46.1,NA,35.5
31003,1997,128.9,43.3,NA,32.4
31005,1997,118,NA,NA,40.6
31007,1997,124.9,NA,NA,37
31009,1997,114.2,33,NA,NA
31011,1997,118.2,39.6,NA,33.5
31013,1997,137.6,NA,NA,39
31015,1997,93.1,33.1,NA,29.2
31017,1997,141.7,51.4,NA,32
31019,1997,141.7,43.8,NA,34.4
31021,1997,124.5,39.8,NA,NA
31023,1997,128.9,42,NA,30
31025,1997,126.2,41,NA,41.9
31027,1997,107,33.2,NA,33
31029,1997,154.8,NA,NA,44.8
31031,1997,150.6,NA,NA,33.8
31033,1997,137.2,NA,NA,35
31035,1997,149.8,50.3,NA,38.1
31037,1997,132.4,41.7,NA,30.7
31039,1997,119,38.8,NA,NA
31041,1997,127.3,41.8,NA,39
31043,1997,124.4,37.7,NA,NA
31045,1997,131.1,NA,NA,38
31047,1997,145.7,48.1,NA,39.4
31049,1997,125.5,NA,NA,30
31051,1997,105.4,34.1,NA,NA
31053,1997,132.6,40.9,NA,26.8
31055,1997,135.7,40,NA,33
31057,1997,140.7,NA,NA,40.1
31059,1997,152.1,48.5,NA,38.6
31061,1997,141,44.3,NA,41.4
31063,1997,104.5,39.7,NA,41.1
31065,1997,111.7,47.2,NA,43.8
31067,1997,121.8,36.5,NA,39.6
31069,1997,126.9,NA,NA,32
31071,1997,118.2,45.4,NA,NA
31073,1997,131.6,42.3,NA,40.9
31075,1997,NA,NA,NA,NA
31077,1997,117.1,39.4,NA,44
31079,1997,140.9,43.2,NA,33.3
31081,1997,148.4,53.4,NA,37.6
31083,1997,143,50.2,NA,45
31085,1997,108.2,39,NA,41.2
31087,1997,107.9,37.3,NA,42.8
31089,1997,141.5,50.6,NA,25.9
31091,1997,NA,NA,NA,NA
31093,1997,121.8,43.6,NA,29.9
31095,1997,140.5,40.6,NA,40.7
31097,1997,115,35.1,NA,38
31099,1997,152.5,45.3,NA,35.9
31101,1997,136.8,38.5,NA,33.9
31103,1997,122.2,38.1,NA,43
31105,1997,105.3,NA,NA,23.8
31107,1997,99.8,35.8,NA,29
31109,1997,113.2,36.4,NA,37.4
31111,1997,142.9,44.4,NA,36.8
31113,1997,120.1,40.8,NA,32.4
31115,1997,111.8,41.8,NA,NA
31117,1997,136,NA,NA,NA
31119,1997,110.6,33.6,NA,NA
31121,1997,136.7,45.3,NA,32
31123,1997,142.4,NA,NA,38
31125,1997,120,41.6,NA,35.4
31127,1997,107.1,38.1,NA,42.1
31129,1997,135.7,46.5,NA,39
31131,1997,111,36.2,NA,42.1
31133,1997,100,35.7,NA,39
31135,1997,133.2,35.6,NA,32.6
31137,1997,153.4,46.5,NA,36.9
31139,1997,123.2,39.5,NA,NA
31141,1997,127,40.7,NA,31.7
31143,1997,141.7,48.7,NA,23.1
31145,1997,123.6,47.2,NA,48.6
31147,1997,100.5,36.1,NA,41.6
31149,1997,138.3,50.8,NA,NA
31151,1997,139.4,41.8,NA,36
31153,1997,127.6,43.3,NA,NA
31155,1997,122.4,38.4,NA,35.7
31157,1997,141.6,NA,NA,34
31159,1997,145.1,47.3,NA,35.8
31161,1997,137.4,NA,NA,35
31163,1997,122.8,38.8,NA,35.1
31165,1997,141.2,NA,NA,38
31167,1997,112.8,36,NA,NA
31169,1997,146.9,40.3,NA,43.3
31171,1997,116.7,NA,NA,NA
31173,1997,114.8,34.3,NA,NA
31175,1997,122.9,41.8,NA,35
31177,1997,126.2,41.3,NA,NA
31179,1997,110.3,33.8,NA,NA
31181,1997,121.6,42.5,NA,35.3
31183,1997,132.2,47.3,NA,NA
31185,1997,152,51.9,NA,34.2
32001,1997,NA,NA,NA,NA
32003,1997,NA,NA,NA,NA
32005,1997,NA,NA,NA,NA
32007,1997,NA,NA,NA,NA
32009,1997,NA,NA,NA,NA
32011,1997,NA,NA,NA,NA
32013,1997,NA,NA,NA,95
32015,1997,NA,NA,NA,NA
32017,1997,NA,NA,NA,NA
32019,1997,NA,NA,NA,NA
32021,1997,NA,NA,NA,NA
32023,1997,NA,NA,NA,NA
32027,1997,NA,NA,NA,109
32029,1997,NA,NA,NA,NA
32031,1997,NA,NA,NA,NA
32033,1997,NA,NA,NA,NA
32510,1997,NA,NA,NA,NA
33001,1997,NA,NA,NA,NA
33003,1997,NA,NA,NA,NA
33005,1997,NA,NA,NA,NA
33007,1997,NA,NA,NA,NA
33009,1997,NA,NA,NA,NA
33011,1997,NA,NA,NA,NA
33013,1997,NA,NA,NA,NA
33015,1997,NA,NA,NA,NA
33017,1997,NA,NA,NA,NA
33019,1997,NA,NA,NA,NA
34001,1997,NA,NA,NA,NA
34003,1997,NA,NA,NA,NA
34005,1997,111,30,NA,59
34007,1997,NA,22,NA,NA
34009,1997,NA,25,NA,NA
34011,1997,98,27,NA,66
34013,1997,NA,NA,NA,NA
34015,1997,93,28,NA,62
34017,1997,NA,NA,NA,NA
34019,1997,104,34,NA,47
34021,1997,111,34,NA,56
34023,1997,124,34,NA,61
34025,1997,113,33,NA,54
34027,1997,102,NA,NA,NA
34029,1997,105,26,NA,NA
34031,1997,NA,NA,NA,NA
34033,1997,104,32,NA,65
34035,1997,93,27,NA,51
34037,1997,103,NA,NA,NA
34039,1997,NA,NA,NA,NA
34041,1997,115,35,NA,57
35001,1997,168,NA,NA,NA
35003,1997,NA,NA,NA,NA
35005,1997,164,NA,651,54.6
35006,1997,76,NA,NA,NA
35007,1997,NA,NA,NA,35
35009,1997,181,NA,647,33.8
35011,1997,NA,NA,NA,NA
35013,1997,158,NA,796,77
35015,1997,NA,NA,806,62
35017,1997,NA,NA,NA,NA
35019,1997,NA,NA,NA,27.9
35021,1997,NA,NA,NA,16
35023,1997,NA,NA,591,NA
35025,1997,111,NA,673,39
35027,1997,NA,NA,NA,NA
35028,1997,NA,NA,NA,NA
35029,1997,170,NA,682,NA
35031,1997,59,NA,NA,NA
35033,1997,NA,NA,NA,NA
35035,1997,NA,NA,NA,NA
35037,1997,129,NA,680,27
35039,1997,86,NA,NA,41
35041,1997,154,NA,453,28.4
35043,1997,60,NA,NA,NA
35045,1997,191,NA,NA,104.7
35047,1997,NA,NA,NA,41.2
35049,1997,168,NA,NA,47
35051,1997,NA,NA,NA,NA
35053,1997,NA,NA,NA,NA
35055,1997,99,NA,NA,41
35057,1997,153,NA,NA,NA
35059,1997,201,NA,NA,62.1
35061,1997,75,NA,NA,NA
36001,1997,110,NA,NA,NA
36003,1997,108,NA,NA,NA
36005,1997,NA,NA,NA,NA
36007,1997,106,NA,NA,NA
36009,1997,113,NA,NA,47
36011,1997,112,NA,NA,56
36013,1997,109,NA,NA,47
36015,1997,115,NA,NA,NA
36017,1997,105,NA,NA,NA
36019,1997,113,NA,NA,NA
36021,1997,114,NA,NA,41
36023,1997,109,NA,NA,53
36025,1997,106,NA,NA,NA
36027,1997,110,NA,NA,NA
36029,1997,107,NA,NA,53
36031,1997,112,NA,NA,40
36033,1997,111,NA,NA,NA
36035,1997,107,NA,NA,NA
36037,1997,110,NA,NA,58
36039,1997,117,NA,NA,NA
36041,1997,NA,NA,NA,NA
36043,1997,111,NA,NA,NA
36045,1997,103,NA,NA,50
36047,1997,NA,NA,NA,NA
36049,1997,107,NA,NA,NA
36051,1997,113,NA,NA,59
36053,1997,107,NA,NA,53
36055,1997,109,NA,NA,56
36057,1997,104,NA,NA,40
36059,1997,NA,NA,NA,NA
36061,1997,NA,NA,NA,NA
36063,1997,107,NA,NA,54
36065,1997,112,NA,NA,53
36067,1997,106,NA,NA,55
36069,1997,112,NA,NA,58
36071,1997,107,NA,NA,NA
36073,1997,116,NA,NA,56
36075,1997,104,NA,NA,53
36077,1997,104,NA,NA,NA
36079,1997,NA,NA,NA,NA
36081,1997,NA,NA,NA,NA
36083,1997,106,NA,NA,41
36085,1997,NA,NA,NA,NA
36087,1997,NA,NA,NA,NA
36089,1997,106,NA,NA,NA
36091,1997,106,NA,NA,NA
36093,1997,104,NA,NA,NA
36095,1997,109,NA,NA,NA
36097,1997,106,NA,NA,54
36099,1997,113,NA,NA,59
36101,1997,109,NA,NA,49
36103,1997,135,NA,NA,56
36105,1997,106,NA,NA,NA
36107,1997,111,NA,NA,NA
36109,1997,107,NA,NA,52
36111,1997,116,NA,NA,NA
36113,1997,114,NA,NA,NA
36115,1997,104,NA,NA,45
36117,1997,108,NA,NA,56
36119,1997,NA,NA,NA,NA
36121,1997,115,NA,NA,54
36123,1997,113,NA,NA,56
37001,1997,79,27,NA,49
37003,1997,84,25,NA,57
37005,1997,80,NA,NA,27
37007,1997,90,24,672,52
37009,1997,NA,NA,NA,NA
37011,1997,NA,NA,NA,NA
37013,1997,94,31,673,51
37015,1997,83,32,644,54
37017,1997,87,25,651,45
37019,1997,85,24,533,46
37021,1997,82,NA,NA,NA
37023,1997,78,30,NA,NA
37025,1997,80,24,NA,53
37027,1997,83,24,NA,50
37029,1997,104,36,720,53
37031,1997,110,34,823,42
37033,1997,69,24,NA,47
37035,1997,82,23,NA,54
37037,1997,80,23,NA,53
37039,1997,92,NA,NA,NA
37041,1997,88,34,629,55
37043,1997,NA,NA,NA,NA
37045,1997,75,24,497,57
37047,1997,90,26,589,49
37049,1997,89,29,687,49
37051,1997,75,23,669,49
37053,1997,106,34,648,57
37055,1997,83,30,NA,NA
37057,1997,85,27,545,51
37059,1997,93,28,NA,52
37061,1997,83,27,686,47
37063,1997,75,27,NA,51
37065,1997,85,28,618,47
37067,1997,75,29,NA,53
37069,1997,83,23,480,48
37071,1997,86,23,NA,55
37073,1997,70,35,511,55
37075,1997,NA,NA,NA,NA
37077,1997,74,24,NA,45
37079,1997,88,31,711,49
37081,1997,72,26,NA,48
37083,1997,75,27,546,46
37085,1997,79,24,616,45
37087,1997,83,NA,NA,NA
37089,1997,100,NA,NA,NA
37091,1997,79,31,591,55
37093,1997,77,23,655,49
37095,1997,106,36,968,51
37097,1997,91,31,640,58
37099,1997,NA,NA,NA,NA
37101,1997,80,27,639,50
37103,1997,90,29,675,50
37105,1997,81,23,480,55
37107,1997,87,27,744,50
37109,1997,79,23,NA,52
37111,1997,90,NA,NA,NA
37113,1997,NA,NA,NA,NA
37115,1997,NA,NA,NA,NA
37117,1997,86,29,664,46
37119,1997,83,23,NA,53
37121,1997,NA,NA,NA,NA
37123,1997,77,28,640,50
37125,1997,79,25,672,50
37127,1997,78,27,578,50
37129,1997,95,27,NA,NA
37131,1997,76,30,587,48
37133,1997,81,27,744,47
37135,1997,70,24,NA,48
37137,1997,95,35,862,51
37139,1997,96,33,695,55
37141,1997,85,28,560,48
37143,1997,92,33,669,54
37145,1997,75,26,NA,46
37147,1997,87,28,670,46
37149,1997,NA,33,NA,NA
37151,1997,84,29,NA,52
37153,1997,77,23,759,50
37155,1997,87,24,665,49
37157,1997,73,28,NA,47
37159,1997,88,26,600,55
37161,1997,82,24,540,NA
37163,1997,79,28,766,49
37165,1997,82,30,737,49
37167,1997,92,27,731,53
37169,1997,73,24,NA,48
37171,1997,87,24,NA,54
37173,1997,NA,NA,NA,NA
37175,1997,96,NA,NA,NA
37177,1997,107,37,606,61
37179,1997,98,27,655,57
37181,1997,NA,26,NA,48
37183,1997,80,21,400,50
37185,1997,69,25,NA,46
37187,1997,106,36,631,57
37189,1997,NA,NA,NA,NA
37191,1997,76,30,708,48
37193,1997,80,27,NA,50
37195,1997,89,31,701,52
37197,1997,85,26,NA,53
37199,1997,NA,NA,NA,NA
38001,1997,65.2,NA,NA,24.8
38003,1997,88.7,29.1,NA,25.7
38005,1997,68.7,19,NA,22.1
38007,1997,58.2,NA,NA,23.7
38009,1997,72.7,11.6,NA,22
38011,1997,61.4,NA,NA,24.7
38013,1997,NA,NA,NA,21.6
38015,1997,62.1,25,NA,19.3
38017,1997,105.1,31.4,NA,32
38019,1997,NA,18.9,NA,25
38021,1997,100.3,28.1,NA,27.5
38023,1997,NA,NA,NA,23.3
38025,1997,59.2,NA,NA,21.5
38027,1997,63.7,14.1,NA,21
38029,1997,66.3,26.2,NA,20.8
38031,1997,94.2,23,NA,22.9
38033,1997,71.3,NA,NA,24.7
38035,1997,96.8,25.3,NA,31.4
38037,1997,60.6,NA,NA,20.6
38039,1997,91.6,22.5,NA,22.5
38041,1997,61.2,NA,NA,28.1
38043,1997,111.8,20.6,NA,19.1
38045,1997,94.4,29.7,NA,26
38047,1997,85.4,18.2,NA,18.1
38049,1997,64.7,NA,NA,23.7
38051,1997,61.2,18.6,NA,19.2
38053,1997,58.7,NA,NA,20.8
38055,1997,50.1,13.5,NA,23.7
38057,1997,51.4,NA,NA,25.7
38059,1997,68.9,NA,NA,20.8
38061,1997,NA,NA,NA,19.9
38063,1997,78.4,22.2,NA,22.4
38065,1997,59.2,NA,NA,24.8
38067,1997,98.2,26.1,NA,30.3
38069,1997,66.1,NA,NA,23.2
38071,1997,72.1,25.8,NA,22.3
38073,1997,107.8,30.8,NA,27.6
38075,1997,35,NA,NA,21.7
38077,1997,110.1,31.2,NA,34.8
38079,1997,55.7,12,NA,22.8
38081,1997,97.6,30.4,NA,29.3
38083,1997,65.7,NA,NA,22.4
38085,1997,70,NA,NA,19
38087,1997,51.1,NA,NA,28.3
38089,1997,56.8,NA,NA,24.6
38091,1997,100.5,28.4,NA,25.5
38093,1997,78.7,21,NA,22.5
38095,1997,NA,15.2,NA,22.6
38097,1997,103.1,28.4,NA,29
38099,1997,86.1,26.4,NA,30
38101,1997,56.8,NA,NA,21.8
38103,1997,70.5,16.1,NA,24.4
38105,1997,56,NA,NA,22.3
39001,1997,88.1,31.5,NA,39.2
39003,1997,136,44.8,NA,63.2
39005,1997,115.3,41,NA,52.5
39007,1997,91.6,31.4,NA,48.1
39009,1997,94.3,36.1,NA,NA
39011,1997,145.6,46.1,NA,67.9
39013,1997,86.9,NA,NA,NA
