stco,year,corn,soybean,cotton,wheat
19037,1981,124.2,31.1,NA,NA
19039,1981,114.4,35.2,NA,32.7
19041,1981,134.7,37.9,NA,38.5
19043,1981,126,37.2,NA,NA
19045,1981,134.5,46.7,NA,42.7
19047,1981,94.7,39,NA,34.3
19049,1981,134.8,45.3,NA,46
19051,1981,106.5,33.7,NA,37.3
19053,1981,113.7,37.1,NA,38.5
19055,1981,134.5,40.4,NA,49
19057,1981,138.9,41.9,NA,40.3
19059,1981,131.1,37.1,NA,31.7
19061,1981,123.8,43.6,NA,46
19063,1981,143.7,38.8,NA,NA
19065,1981,132.8,37,NA,41
19067,1981,129.4,32.4,NA,32.3
19069,1981,133.9,35.7,NA,38
19071,1981,120.1,42.8,NA,42.6
19073,1981,136.2,44.4,NA,36.5
19075,1981,131.7,42.4,NA,NA
19077,1981,120.3,41.9,NA,47.3
19079,1981,141.1,44,NA,NA
19081,1981,140.9,36.9,NA,NA
19083,1981,129.2,40.2,NA,44
19085,1981,92.4,39.2,NA,40.5
19087,1981,133.9,42.3,NA,38.5
19089,1981,124.7,34.2,NA,NA
19091,1981,141,41.5,NA,NA
19093,1981,108.6,41.3,NA,49
19095,1981,126.6,41.9,NA,47
19097,1981,120.7,42.1,NA,48.2
19099,1981,123.8,43.9,NA,41
19101,1981,121.8,38.3,NA,36.2
19103,1981,133.9,44,NA,48.9
19105,1981,134.4,44.6,NA,49
19107,1981,127,42.4,NA,42
19109,1981,138,36,NA,35
19111,1981,115.8,37.1,NA,32.9
19113,1981,131.8,43.5,NA,49
19115,1981,135.7,42.4,NA,39.3
19117,1981,114.8,35.6,NA,36.9
19119,1981,110.9,40.4,NA,31.3
19121,1981,124.1,41.5,NA,31.5
19123,1981,121.5,41.2,NA,40
19125,1981,127.5,42.6,NA,40
19127,1981,120.8,44.1,NA,NA
19129,1981,117,38.9,NA,43.5
19131,1981,118.7,31.5,NA,33.5
19133,1981,93,37.3,NA,31.9
19135,1981,114.5,36.2,NA,40.8
19137,1981,117.1,39.4,NA,42.8
19139,1981,131.8,43,NA,46.6
19141,1981,128.3,40.7,NA,NA
19143,1981,126.8,35.4,NA,31.1
19145,1981,117.4,40,NA,39.2
19147,1981,136.6,38,NA,42
19149,1981,102.1,40.2,NA,31.3
19151,1981,139.6,40.4,NA,NA
19153,1981,133.5,43.3,NA,41.1
19155,1981,112.1,41.7,NA,46.1
19157,1981,120.9,43.7,NA,39
19159,1981,117.8,39,NA,39.5
19161,1981,119.8,41.7,NA,49
19163,1981,140.5,45.9,NA,49
19165,1981,104.6,43,NA,42
19167,1981,115.8,43.5,NA,36
19169,1981,129.4,44.2,NA,43
19171,1981,124.3,43.4,NA,42
19173,1981,115,37.4,NA,37.8
19175,1981,116.6,41,NA,37
19177,1981,103.2,32.8,NA,36.5
19179,1981,130,40.2,NA,40.6
19181,1981,128.6,41,NA,32.1
19183,1981,130.3,45.2,NA,44.7
19185,1981,111.6,32.6,NA,40.4
19187,1981,141.7,44.9,NA,49
19189,1981,130,28.1,NA,36.7
19191,1981,122,36.5,NA,31
19193,1981,93.2,36.3,NA,33.2
19195,1981,118.6,28,NA,NA
19197,1981,145,41.3,NA,NA
20001,1981,84,27.4,NA,32.7
20003,1981,101,30.9,NA,26.4
20005,1981,95,28.3,NA,32.7
20007,1981,127,40.3,NA,23
20009,1981,133,40,NA,21.5
20011,1981,81,20.2,NA,32.1
20013,1981,100,38.8,NA,47.1
20015,1981,86,26.5,NA,28.3
20017,1981,99,28.3,NA,20.9
20019,1981,60,21.7,NA,28.6
20021,1981,89,22.7,NA,40.1
20023,1981,143,43.9,NA,32.7
20025,1981,146,NA,NA,20.8
20027,1981,125,36.2,NA,28.3
20029,1981,132,33.3,NA,24.7
20031,1981,104,26.5,NA,26
20033,1981,140,40.3,NA,15.7
20035,1981,65,21.1,NA,22.6
20037,1981,79,19.9,NA,35.5
20039,1981,128,NA,NA,15.9
20041,1981,87,33.9,NA,29.9
20043,1981,114,40.6,NA,39.4
20045,1981,101,29,NA,35.5
20047,1981,128,45,NA,21.4
20049,1981,45,15.9,NA,23.1
20051,1981,130,35.5,NA,18.8
20053,1981,140,39.8,NA,22.8
20055,1981,138,38.3,NA,15.2
20057,1981,139,47,NA,22
20059,1981,106,29.1,NA,27
20061,1981,110,36.3,NA,28.3
20063,1981,134,34,NA,17
20065,1981,129,41,NA,19.4
20067,1981,158,45.4,NA,25.5
20069,1981,146,37.2,NA,19.8
20071,1981,128,NA,NA,17.9
20073,1981,94,24.9,NA,23.4
20075,1981,128,40,NA,20
20077,1981,140,35.5,NA,29.2
20079,1981,119,31.8,NA,25.4
20081,1981,153,44.4,NA,30.7
20083,1981,147,41,NA,17.9
20085,1981,90,34.3,NA,38.2
20087,1981,100,25.9,NA,38.6
20089,1981,131,29.8,NA,25.8
20091,1981,92,30,NA,35
20093,1981,135,46.4,NA,18.6
20095,1981,135,42.4,NA,28.7
20097,1981,148,47.6,NA,23.6
20099,1981,71,20.7,NA,39.2
20101,1981,130,42.3,NA,12.5
20103,1981,90,27,NA,35.9
20105,1981,59,30.4,NA,22.6
20107,1981,98,25.9,NA,28.3
20109,1981,149,NA,NA,15
20111,1981,94,25.7,NA,31.2
20113,1981,137,34.7,NA,26.8
20115,1981,90,36.3,NA,23.7
20117,1981,85,38.5,NA,29.3
20119,1981,136,39.9,NA,18.8
20121,1981,94,29.3,NA,36.8
20123,1981,110,36.8,NA,23.7
20125,1981,77,16.8,NA,34.9
20127,1981,99,29.5,NA,28
20129,1981,146,42,NA,21.2
20131,1981,93,36.7,NA,41.9
20133,1981,61,18.9,NA,36.2
20135,1981,110,42,NA,16.3
20137,1981,134,NA,NA,22.7
20139,1981,98,28.6,NA,29.4
20141,1981,102,30.2,NA,24.8
20143,1981,128,32.6,NA,25.6
20145,1981,141,45.4,NA,20
20147,1981,140,36,NA,29.3
20149,1981,113,39,NA,36.4
20151,1981,142,48.1,NA,29.3
20153,1981,135,36,NA,22.2
20155,1981,111,29.2,NA,30.4
20157,1981,122,36.2,NA,23.8
20159,1981,151,39.5,NA,31.9
20161,1981,113,36.1,NA,32.1
20163,1981,122,36,NA,22.6
20165,1981,110,35.5,NA,18.5
20167,1981,55,30,NA,23.7
20169,1981,104,32,NA,24.7
20171,1981,135,46.8,NA,20.3
20173,1981,135,29.2,NA,23.1
20175,1981,155,37.4,NA,18.5
20177,1981,106,29.9,NA,36.4
20179,1981,159,43.9,NA,17.2
20181,1981,123,41.4,NA,23.7
20183,1981,137,28.8,NA,37.1
20185,1981,133,47,NA,26.1
20187,1981,135,31.2,NA,17.5
20189,1981,133,39.8,NA,18.6
20191,1981,109,31.7,NA,31.3
20193,1981,147,35.3,NA,13
20195,1981,118,NA,NA,19.7
20197,1981,92,31.8,NA,32.4
20199,1981,131,45.3,NA,19.6
20201,1981,110,36,NA,25.5
20203,1981,134,46.4,NA,16.7
20205,1981,75,22,NA,29.9
20207,1981,70,27.7,NA,31.7
20209,1981,106,39.8,NA,39.3
21001,1981,91,32,NA,31
21003,1981,87,28,NA,39
21005,1981,88,NA,NA,NA
21007,1981,95,26,NA,42
21009,1981,96,32,NA,36
21011,1981,98,35,NA,NA
21013,1981,78,NA,NA,NA
21015,1981,98,35,NA,NA
21017,1981,110,28,NA,41
21019,1981,93,NA,NA,NA
21021,1981,98,32,NA,34
21023,1981,98,NA,NA,33
21025,1981,92,NA,NA,NA
21027,1981,93,30,NA,37
21029,1981,86,32,NA,36
21031,1981,88,24,NA,39
21033,1981,93,25,NA,41
21035,1981,100,29,NA,44
21037,1981,93,NA,NA,NA
21039,1981,99,26,NA,40
21041,1981,98,32,NA,NA
21043,1981,97,NA,NA,NA
21045,1981,88,31,NA,32
21047,1981,107,30,NA,46
21049,1981,103,33,NA,32
21051,1981,86,NA,NA,NA
21053,1981,90,31,NA,NA
21055,1981,82,25,NA,40
21057,1981,83,31,NA,NA
21059,1981,104,30,NA,39
21061,1981,86,30,NA,35
21063,1981,83,NA,NA,NA
21065,1981,83,NA,NA,NA
21067,1981,103,33,NA,33
21069,1981,88,29,NA,32
21071,1981,73,NA,NA,NA
21073,1981,83,28,NA,NA
21075,1981,103,28,NA,44
21077,1981,96,33,NA,NA
21079,1981,93,NA,NA,NA
21081,1981,88,NA,NA,NA
21083,1981,98,26,NA,42
21085,1981,86,29,NA,33
21087,1981,88,31,NA,32
21089,1981,78,30,NA,NA
21091,1981,94,28,NA,39
21093,1981,97,34,NA,37
21095,1981,NA,NA,NA,NA
21097,1981,98,30,NA,40
21099,1981,87,27,NA,36
21101,1981,105,30,NA,45
21103,1981,102,29,NA,39
21105,1981,101,29,NA,45
21107,1981,82,26,NA,40
21109,1981,81,NA,NA,NA
21111,1981,100,30,NA,36
21113,1981,99,34,NA,NA
21115,1981,82,NA,NA,NA
21117,1981,98,NA,NA,NA
21119,1981,78,NA,NA,NA
21121,1981,79,NA,NA,NA
21123,1981,94,34,NA,40
21125,1981,95,NA,NA,NA
21127,1981,81,NA,NA,NA
21129,1981,81,NA,NA,NA
21131,1981,NA,NA,NA,NA
21133,1981,NA,NA,NA,NA
21135,1981,88,29,NA,NA
21137,1981,95,32,NA,38
21139,1981,96,29,NA,45
21141,1981,107,31,NA,45
21143,1981,90,30,NA,39
21145,1981,95,24,NA,40
21147,1981,73,NA,NA,NA
21149,1981,110,29,NA,42
21151,1981,97,33,NA,36
21153,1981,73,NA,NA,NA
21155,1981,97,34,NA,36
21157,1981,90,25,NA,40
21159,1981,NA,NA,NA,NA
21161,1981,102,30,NA,33
21163,1981,98,30,NA,38
21165,1981,83,NA,NA,NA
21167,1981,93,35,NA,42
21169,1981,91,30,NA,38
21171,1981,88,31,NA,37
21173,1981,88,29,NA,NA
21175,1981,86,NA,NA,NA
21177,1981,88,24,NA,39
21179,1981,88,33,NA,37
21181,1981,83,NA,NA,NA
21183,1981,94,27,NA,37
21185,1981,99,29,NA,42
21187,1981,93,NA,NA,NA
21189,1981,73,NA,NA,NA
21191,1981,93,30,NA,NA
21193,1981,NA,NA,NA,NA
21195,1981,NA,NA,NA,NA
21197,1981,83,30,NA,NA
21199,1981,95,33,NA,37
21201,1981,88,NA,NA,NA
21203,1981,95,NA,NA,NA
21205,1981,88,28,NA,NA
21207,1981,87,33,NA,36
21209,1981,98,30,NA,41
21211,1981,91,29,NA,32
21213,1981,113,33,NA,46
21215,1981,93,29,NA,31
21217,1981,103,33,NA,37
21219,1981,108,31,NA,44
21221,1981,105,30,NA,45
21223,1981,95,33,NA,41
21225,1981,109,35,NA,38
21227,1981,108,35,NA,43
21229,1981,92,30,NA,41
21231,1981,98,34,NA,39
21233,1981,108,25,NA,42
21235,1981,83,NA,NA,NA
21237,1981,88,NA,NA,NA
21239,1981,113,33,NA,39
22001,1981,NA,22.4,NA,36
22003,1981,50,15.7,NA,35
22005,1981,75,33.2,NA,35
22007,1981,90,32.5,NA,34
22009,1981,72,20.5,337,40
22011,1981,63.3,18.4,NA,32
22013,1981,46.7,15.4,NA,30
22015,1981,50,24.4,526,32
22017,1981,70,18.1,691,38
22019,1981,NA,19.8,NA,35
22021,1981,50,16.6,483,41
22023,1981,NA,22.5,NA,NA
22025,1981,70,18,522,43
22027,1981,47.1,15,NA,NA
22029,1981,76.7,21.6,581,47
22031,1981,50,19.4,NA,NA
22033,1981,57.5,28.2,NA,36
22035,1981,NA,17.7,766,50
22037,1981,77.8,18.6,NA,34
22039,1981,60,19.9,NA,50
22041,1981,76,17,355,41
22043,1981,NA,23.9,NA,32
22045,1981,86.7,33.3,NA,49
22047,1981,80,35,NA,40
22049,1981,40,16.7,NA,NA
22051,1981,NA,NA,NA,NA
22053,1981,NA,19.8,NA,44
22055,1981,100,25.8,NA,37
22057,1981,60,26.8,NA,35
22059,1981,NA,23.3,NA,NA
22061,1981,40,15,NA,NA
22063,1981,45,NA,NA,NA
22065,1981,80,19.8,781,56
22067,1981,NA,14.3,596,37
22069,1981,50,16.7,635,41
22071,1981,NA,NA,NA,NA
22073,1981,55,18.9,488,31
22075,1981,NA,NA,NA,NA
22077,1981,97.2,32.2,NA,44
22079,1981,79.2,23,865,42
22081,1981,NA,19,397,40
22083,1981,70,11.8,386,46
22085,1981,50,NA,NA,NA
22087,1981,NA,NA,NA,NA
22089,1981,NA,31,NA,NA
22091,1981,60,23.1,NA,NA
22093,1981,NA,31.5,NA,36
22095,1981,NA,30.2,NA,NA
22097,1981,99,23,NA,50
22099,1981,94.3,25,NA,36
22101,1981,80,31.3,NA,35
22103,1981,40,NA,NA,NA
22105,1981,79.2,25,NA,34
22107,1981,70,20.6,739,50
22109,1981,NA,24.1,NA,NA
22111,1981,42,15,NA,NA
22113,1981,50,24.4,NA,28
22115,1981,54.3,16.7,NA,37
22117,1981,75,25.8,NA,33
22119,1981,NA,22.2,NA,NA
22121,1981,NA,35.3,NA,45
22123,1981,76,11.9,361,42
22125,1981,81.1,29.6,NA,36
22127,1981,38,15.7,NA,NA
23001,1981,NA,NA,NA,NA
23003,1981,NA,NA,NA,NA
23005,1981,NA,NA,NA,NA
23007,1981,NA,NA,NA,NA
23009,1981,NA,NA,NA,NA
23011,1981,NA,NA,NA,NA
23013,1981,NA,NA,NA,NA
23015,1981,NA,NA,NA,NA
23017,1981,NA,NA,NA,NA
23019,1981,NA,NA,NA,NA
23021,1981,NA,NA,NA,NA
23023,1981,NA,NA,NA,NA
23025,1981,NA,NA,NA,NA
23027,1981,NA,NA,NA,NA
23029,1981,NA,NA,NA,NA
23031,1981,NA,NA,NA,NA
24001,1981,94,NA,NA,37
24003,1981,97,29,NA,31
24005,1981,97,28,NA,36
24009,1981,84,24,NA,35
24011,1981,95,27.1,NA,44
24013,1981,101.6,30,NA,37
24015,1981,108,28,NA,42
24017,1981,80,26,NA,35
24019,1981,104.5,30,NA,45
24021,1981,102,32,NA,37
24023,1981,90.1,NA,NA,37
24025,1981,105,33,NA,36
24027,1981,105,32,NA,37
24029,1981,109,30,NA,43
24031,1981,100,32,NA,37
24033,1981,92,24,NA,33
24035,1981,109.7,27,NA,44
24037,1981,70,24,NA,35
24039,1981,95,32,NA,45
24041,1981,109,31,NA,44
24043,1981,97,30,NA,37
24045,1981,100,30,NA,45
24047,1981,104,34.1,NA,45
25001,1981,NA,NA,NA,NA
25003,1981,NA,NA,NA,NA
25005,1981,NA,NA,NA,NA
25007,1981,NA,NA,NA,NA
25009,1981,NA,NA,NA,NA
25011,1981,NA,NA,NA,NA
25013,1981,NA,NA,NA,NA
25015,1981,NA,NA,NA,NA
25017,1981,NA,NA,NA,NA
25019,1981,NA,NA,NA,NA
25021,1981,NA,NA,NA,NA
25023,1981,NA,NA,NA,NA
25025,1981,NA,NA,NA,NA
25027,1981,NA,NA,NA,NA
26001,1981,85,NA,NA,42.2
26003,1981,72.1,NA,NA,NA
26005,1981,88.8,30.8,NA,43.4
26007,1981,76,25.9,NA,45.9
26009,1981,70,NA,NA,36.4
26011,1981,103,29,NA,55.8
26013,1981,60,NA,NA,30.7
26015,1981,90.3,31.5,NA,49
26017,1981,105.5,29.3,NA,54.5
26019,1981,70,NA,NA,36.7
26021,1981,94,26.8,NA,43.8
26023,1981,105,30.5,NA,46
26025,1981,96.9,29.7,NA,44.1
26027,1981,98,33.2,NA,42.4
26029,1981,85,NA,NA,35.6
26031,1981,77.1,25,NA,38.3
26033,1981,70,NA,NA,30.2
26035,1981,71.5,25.2,NA,42.9
26037,1981,97,31,NA,49.5
26039,1981,80,NA,NA,NA
26041,1981,73.9,NA,NA,28
26043,1981,80.6,NA,NA,NA
26045,1981,96.4,32.5,NA,50.8
26047,1981,67,NA,NA,33
26049,1981,100,33.2,NA,46.2
26051,1981,78,25,NA,52.6
26053,1981,70,NA,NA,NA
26055,1981,73,28.6,NA,37.2
26057,1981,102.5,33.2,NA,54.7
26059,1981,97,26,NA,43.5
26061,1981,72.5,NA,NA,NA
26063,1981,106.1,31.6,NA,60.6
26065,1981,90.7,31.5,NA,44.7
26067,1981,90.2,32,NA,47
26069,1981,100.6,24.6,NA,47.6
26071,1981,70,NA,NA,31.6
26073,1981,90,24,NA,53
26075,1981,96.3,30,NA,45.3
26077,1981,95.4,28.9,NA,48.3
26079,1981,80.8,29.1,NA,30
26081,1981,81,27.3,NA,48.6
26083,1981,NA,NA,NA,NA
26085,1981,55.3,NA,NA,40.8
26087,1981,97.5,31.8,NA,52
26089,1981,74.6,NA,NA,30.3
26091,1981,103.9,27.3,NA,50.2
26093,1981,91,24.9,NA,40.2
26095,1981,NA,NA,NA,NA
26097,1981,85,NA,NA,30.8
26099,1981,91.5,32,NA,48.6
26101,1981,74.3,28.6,NA,27
26103,1981,70,NA,NA,NA
26105,1981,61.5,25.8,NA,45.3
26107,1981,82,25.7,NA,47.6
26109,1981,79,26.7,NA,29
26111,1981,105,30.9,NA,56
26113,1981,82,NA,NA,43.1
26115,1981,104,27.1,NA,46.8
26117,1981,94.5,30.8,NA,49.4
26119,1981,88.5,NA,NA,41
26121,1981,68.1,27.8,NA,41.5
26123,1981,74.2,27.5,NA,41.2
26125,1981,83.3,30.4,NA,45
26127,1981,66.4,27,NA,44.2
26129,1981,84,25.2,NA,51
26131,1981,70,NA,NA,30
26133,1981,70,23.2,NA,44
26135,1981,80,NA,NA,38.7
26137,1981,70,NA,NA,48
26139,1981,89,31.7,NA,42.2
26141,1981,63.5,NA,NA,42.2
26143,1981,85,NA,NA,44
26145,1981,109.4,33.6,NA,56.9
26147,1981,95,29.2,NA,48.7
26149,1981,103,32,NA,40.9
26151,1981,104,29.1,NA,62.2
26153,1981,70,26.7,NA,32
26155,1981,96.3,29,NA,44.6
26157,1981,111.8,32.6,NA,61.8
26159,1981,87,29.2,NA,45.7
26161,1981,89.8,28.5,NA,45.2
26163,1981,100,24,NA,38.6
26165,1981,71.5,28,NA,29.7
27001,1981,110,18,NA,34.1
27003,1981,82,25,NA,32.8
27005,1981,80,25,NA,42.1
27007,1981,68,23,NA,27.9
27009,1981,93,25,NA,37
27011,1981,85,27,NA,32.5
27013,1981,85,23.6,NA,31
27015,1981,106,28.3,NA,34.6
27017,1981,83,NA,NA,36.5
27019,1981,117,42,NA,46.2
27021,1981,80,24,NA,36.8
27023,1981,97,27,NA,28.4
27025,1981,82,23,NA,26.6
27027,1981,96,31,NA,40.2
27029,1981,72,NA,NA,30.9
27031,1981,NA,NA,NA,NA
27033,1981,121,36,NA,40.3
27035,1981,67,20,NA,29
27037,1981,123,35,NA,39.5
27039,1981,127,36,NA,41.9
27041,1981,93,24,NA,33.1
27043,1981,119,29.2,NA,31.8
27045,1981,129,34,NA,34.4
27047,1981,122,28.3,NA,43.1
27049,1981,130,35,NA,39.5
27051,1981,89,28,NA,39.9
27053,1981,110,33,NA,41
27055,1981,130,36,NA,35
27057,1981,73,25,NA,35.1
27059,1981,84,22,NA,25.9
27061,1981,80,25,NA,37.4
27063,1981,131,36,NA,39.5
27065,1981,84,25,NA,31.8
27067,1981,102,33,NA,42.5
27069,1981,69,31,NA,41.5
27071,1981,NA,24,NA,38.6
27073,1981,89,26,NA,30.5
27075,1981,NA,NA,NA,NA
27077,1981,73,25,NA,41.2
27079,1981,128,33,NA,43.7
27081,1981,89,30.3,NA,32.5
27083,1981,92,32.2,NA,34.5
27085,1981,117,33,NA,45.8
27087,1981,88,27,NA,37.9
27089,1981,65,33,NA,43.6
27091,1981,133,34.9,NA,33.4
27093,1981,104,36,NA,43
27095,1981,90,25,NA,37.5
27097,1981,85,28,NA,29.8
27099,1981,128,36,NA,41.8
27101,1981,93,33.1,NA,30.3
27103,1981,125,33,NA,41.8
27105,1981,116,34.1,NA,39.9
27107,1981,84,31,NA,45.2
27109,1981,130,38,NA,34
27111,1981,93,33,NA,38.7
27113,1981,67,NA,NA,39.6
27115,1981,91,18,NA,34
27117,1981,77,29.4,NA,26.4
27119,1981,89,30,NA,44.9
27121,1981,99,32,NA,39.5
27123,1981,101,NA,NA,NA
27125,1981,70,29,NA,37.9
27127,1981,111,29.3,NA,37.1
27129,1981,117,34,NA,43.7
27131,1981,129,36.8,NA,42
27133,1981,109,36.9,NA,28.7
27135,1981,75,NA,NA,42.8
27137,1981,NA,NA,NA,21.1
27139,1981,127,37,NA,41
27141,1981,89,28,NA,29.6
27143,1981,124,36,NA,43.7
27145,1981,93,29,NA,34.5
27147,1981,124,34.9,NA,40.9
27149,1981,109,33,NA,42.7
27151,1981,105,31,NA,37.6
27153,1981,82,27,NA,34.9
27155,1981,80,25,NA,33.5
27157,1981,129,37,NA,37.3
27159,1981,77,32,NA,31.8
27161,1981,128,32,NA,40
27163,1981,111,35,NA,41.1
27165,1981,128,29.2,NA,36.7
27167,1981,93,28,NA,36.6
27169,1981,125,36,NA,34.4
27171,1981,104,34,NA,37.7
27173,1981,105,33,NA,33.5
28001,1981,36,20,781,38
28003,1981,62.9,21,349,38.6
28005,1981,80,20.5,NA,37.5
28007,1981,42,17,556,37.5
28009,1981,69.3,22.4,538,39.2
28011,1981,NA,25.6,601,42
28013,1981,46.2,20.5,505,40.1
28015,1981,42,20,650,41.3
28017,1981,46.3,22,NA,40
28019,1981,47.6,16.6,400,36.8
28021,1981,52.4,20.4,NA,37.3
28023,1981,36.8,19,NA,36.5
28025,1981,57.8,22,NA,41.6
28027,1981,NA,25.2,756,41.1
28029,1981,63,20,370,38
28031,1981,48.3,18.5,NA,38.7
28033,1981,77.7,24,682,42
28035,1981,48,21.5,NA,37.5
28037,1981,42,20.9,NA,38.2
28039,1981,89.2,22.4,NA,35.8
28041,1981,62.9,20,NA,NA
28043,1981,42,22,611,39.2
28045,1981,36.7,24.4,NA,NA
28047,1981,33.3,18.6,NA,NA
28049,1981,52.5,20.2,589,40.2
28051,1981,48.3,18.7,627,40
28053,1981,NA,16.6,590,39.5
28055,1981,NA,20,816,41
28057,1981,46.2,21.4,480,39.2
28059,1981,42,24.4,NA,NA
28061,1981,42,18,NA,36.4
28063,1981,35,23.3,NA,41.8
28065,1981,42,22,NA,37.4
28067,1981,47.2,20,NA,36.4
28069,1981,36.8,23.2,NA,38
28071,1981,44.1,21.2,489,38.5
28073,1981,60.9,23,NA,36.5
28075,1981,39.9,20,NA,NA
28077,1981,50.3,20.4,NA,36
28079,1981,39.9,18,458,35.2
28081,1981,57.7,24,468,38.2
28083,1981,NA,23.3,628,39.2
28085,1981,90.9,23.8,NA,38
28087,1981,38.8,18,320,41
28089,1981,47.2,16,521,39.2
28091,1981,47.6,24.5,NA,38.5
28093,1981,65.1,22.8,576,38.2
28095,1981,47.2,21,370,38.9
28097,1981,58.8,23.2,545,41
28099,1981,48.7,19,NA,35.3
28101,1981,50.4,17,NA,36.4
28103,1981,71.5,20.5,NA,42.3
28105,1981,63,20.4,NA,39.8
28107,1981,55.6,18.5,661,41.2
28109,1981,50.4,18.6,NA,37.6
28111,1981,46,17.5,NA,37.5
28113,1981,68.2,24,NA,37.6
28115,1981,68.2,18.5,484,36.7
28117,1981,63,20.4,442,37.2
28119,1981,NA,19,623,40
28121,1981,50.3,21.9,475,37.4
28123,1981,44.1,23.2,480,37.2
28125,1981,NA,18.2,830,40.2
28127,1981,41.9,18.6,NA,35.9
28129,1981,38.6,20,NA,38
28131,1981,62.9,20,NA,31.1
28133,1981,91.7,20,521,39.2
28135,1981,NA,21.5,648,39.3
28137,1981,66.1,22.1,588,40.5
28139,1981,58.8,25,499,36.9
28141,1981,56.6,22,440,38.2
28143,1981,NA,22.8,703,42.3
28145,1981,68.2,18.6,467,37.1
28147,1981,67.2,22.6,NA,38.2
28149,1981,42,20.2,739,42.3
28151,1981,NA,22,742,39.2
28153,1981,50.4,17,NA,NA
28155,1981,42,20,524,34.8
28157,1981,74.5,23.8,NA,39.3
28159,1981,42,19.6,352,38.7
28161,1981,90,25,543,38.9
28163,1981,75.5,17,707,38.8
29001,1981,93.1,27.3,NA,35.5
29003,1981,106.2,35.8,NA,42.9
29005,1981,119.5,40.3,NA,37.4
29007,1981,115.9,29.3,NA,48.6
29009,1981,89,22.2,NA,39.5
29011,1981,98,24.6,NA,35.6
29013,1981,86.2,28.3,NA,28.3
29015,1981,93.9,25.3,NA,38.3
29017,1981,91.9,20.6,NA,44.3
29019,1981,94.4,25.4,NA,41.7
29021,1981,109.5,35.4,NA,34.4
29023,1981,97.3,23.2,327,47.6
29025,1981,100,32.7,NA,41.8
29027,1981,83.8,25.7,NA,43.5
29029,1981,84.7,21,NA,28.2
29031,1981,100,24.5,NA,44.5
29033,1981,112.2,34.5,NA,45
29035,1981,75,19.7,NA,34
29037,1981,105.5,32.3,NA,33
29039,1981,75.6,21.8,NA,44.3
29041,1981,103.7,31.7,NA,45
29043,1981,94.5,23,NA,40.4
29045,1981,101.8,26.6,NA,36.7
29047,1981,110.9,34.7,NA,37.9
29049,1981,115.2,36.7,NA,43.8
29051,1981,92.5,29.6,NA,44.1
29053,1981,91.7,30.1,NA,38.2
29055,1981,71,24.3,NA,40
29057,1981,90,20.3,NA,31.2
29059,1981,79.3,19.7,NA,30.1
29061,1981,119.1,36.3,NA,47.9
29063,1981,114.3,34.6,NA,45.4
29065,1981,80,24,NA,30
29067,1981,70,19.5,NA,32
29069,1981,105.9,24.3,473,44
29071,1981,84.5,27.8,NA,37.6
29073,1981,73.5,22.6,NA,40.1
29075,1981,108.6,37,NA,44
29077,1981,84.7,19.5,NA,40.8
29079,1981,103.3,33.3,NA,48.1
29081,1981,111,35.3,NA,34.9
29083,1981,94.1,26.3,NA,21.7
29085,1981,85,20.9,NA,36.3
29087,1981,105.8,36.4,NA,39.9
29089,1981,107.7,31.5,NA,39.4
29091,1981,85.3,20.5,NA,35
29093,1981,85,24.8,NA,38
29095,1981,101.6,35.4,NA,38.2
29097,1981,97.6,23.3,NA,40.3
29099,1981,87.4,30.6,NA,36.5
29101,1981,103.6,35.4,NA,37.6
29103,1981,111.6,27.1,NA,41.1
29105,1981,75,19.7,NA,34.6
29107,1981,114.6,37.5,NA,38.3
29109,1981,73.5,23.3,NA,42.8
29111,1981,109.1,23.9,NA,36.1
29113,1981,106.8,28.8,NA,43.2
29115,1981,111.1,32.3,NA,44.2
29117,1981,116.3,31.3,NA,42.5
29119,1981,72,24.3,NA,35.7
29121,1981,103.2,25.8,NA,42.4
29123,1981,76.2,25.4,NA,38.9
29125,1981,83.3,24.9,NA,35.8
29127,1981,119.3,31.1,NA,44.6
29129,1981,114.1,34.7,NA,34
29131,1981,91.6,24.8,NA,35.3
29133,1981,115.5,28.7,288,45.8
29135,1981,80.7,28.9,NA,39.1
29137,1981,120.3,27.7,NA,48.1
29139,1981,99.9,25.4,NA,47.5
29141,1981,93.3,27.7,NA,33.2
29143,1981,119.2,25.9,406,51.2
29145,1981,81,23.9,NA,41.3
29147,1981,109.5,37.9,NA,37.2
29149,1981,74,19,NA,38
29151,1981,72.4,30,NA,41
29153,1981,72,19,NA,30
29155,1981,107,27.8,442,49.8
29157,1981,111.2,31.4,NA,41.5
29159,1981,99.4,30.5,NA,36.2
29161,1981,92.3,24.7,NA,30.1
29163,1981,116.9,30.2,NA,43.6
29165,1981,110.8,33.5,NA,34.9
29167,1981,76.9,21.9,NA,41.2
29169,1981,82.6,25.5,NA,32.2
29171,1981,78.5,25.9,NA,37.4
29173,1981,122.1,32.5,NA,47.9
29175,1981,110.3,24.6,NA,42.6
29177,1981,98.6,32.6,NA,36.5
29179,1981,81,23.6,NA,37.7
29181,1981,80,20.6,NA,42.9
29183,1981,110.6,32.4,NA,46.4
29185,1981,89.5,25.8,NA,34.1
29186,1981,NA,NA,NA,NA
29187,1981,87,30,NA,44.6
29189,1981,110.9,33.9,NA,45.5
29195,1981,113.7,37.1,NA,39.3
29197,1981,80.1,20,NA,29.5
29199,1981,92.6,29.1,NA,38.1
