stco,year,gdd,edd
47141,2003,152.8,13.7
47143,2003,157.8,12.3
47145,2003,157.0,14.2
47147,2003,150.3,16.5
47149,2003,148.5,19.3
47151,2003,158.3,6.1
47153,2003,160.9,9.8
47155,2003,158.1,13.9
47157,2003,138.6,32.1
47159,2003,149.3,18.3
47161,2003,149.7,18.4
47163,2003,159.7,8.3
47165,2003,151.0,16.2
47167,2003,140.6,29.1
47169,2003,150.5,17.3
47171,2003,161.5,1.1
47173,2003,159.4,9.4
47175,2003,158.1,8.6
47177,2003,156.7,12.1
47179,2003,160.6,8.0
47181,2003,151.9,17.6
47183,2003,146.3,21.7
47185,2003,153.1,14.6
47187,2003,148.0,19.8
47189,2003,146.6,21.3
48001,2003,126.4,50.5
48003,2003,118.5,56.9
48005,2003,128.8,48.1
48007,2003,119.8,62.6
48009,2003,114.9,57.6
48011,2003,126.3,38.4
48013,2003,108.3,72.8
48015,2003,118.0,62.6
48017,2003,125.4,40.6
48019,2003,125.3,53.4
48021,2003,114.9,64.5
48023,2003,111.0,61.0
48025,2003,113.5,68.3
48027,2003,116.3,61.0
48029,2003,114.7,66.2
48031,2003,125.8,51.6
48033,2003,119.0,55.3
48035,2003,116.8,58.8
48037,2003,129.8,45.0
48039,2003,122.6,59.6
48041,2003,118.9,60.6
48043,2003,115.9,62.8
48045,2003,125.5,42.5
48047,2003,99.5,83.1
48049,2003,118.5,57.8
48051,2003,118.0,61.2
48053,2003,117.6,59.7
48055,2003,116.2,63.3
48057,2003,117.6,64.9
48059,2003,118.1,57.8
48061,2003,100.7,82.7
48063,2003,126.3,49.1
48065,2003,126.3,37.8
48067,2003,128.0,47.3
48069,2003,127.5,37.7
48071,2003,129.4,52.5
48073,2003,124.6,52.2
48075,2003,114.2,56.3
48077,2003,116.0,55.7
48079,2003,124.9,44.0
48081,2003,113.5,62.6
48083,2003,116.3,60.8
48085,2003,120.7,53.0
48087,2003,116.2,53.2
48089,2003,114.7,65.9
48091,2003,119.7,60.0
48093,2003,119.6,55.5
48095,2003,114.9,62.9
48097,2003,121.0,51.3
48099,2003,119.6,56.7
48101,2003,110.1,60.9
48103,2003,107.0,72.1
48105,2003,120.5,57.8
48107,2003,122.9,49.0
48109,2003,117.4,57.7
48111,2003,124.7,33.8
48113,2003,118.4,56.7
48115,2003,120.3,53.2
48117,2003,126.9,38.0
48119,2003,125.1,49.3
48121,2003,118.0,55.3
48123,2003,113.4,67.6
48125,2003,118.5,53.1
48127,2003,98.4,83.5
48129,2003,122.0,45.5
48131,2003,103.3,79.0
48133,2003,120.6,54.8
48135,2003,116.2,60.8
48137,2003,125.8,53.4
48139,2003,119.4,55.5
48141,2003,107.1,69.0
48143,2003,121.7,52.0
48145,2003,118.4,59.1
48147,2003,125.5,47.9
48149,2003,115.5,64.6
48151,2003,111.8,63.2
48153,2003,126.0,43.7
48155,2003,107.7,63.6
48157,2003,117.0,64.8
48159,2003,126.8,48.4
48161,2003,122.7,54.3
48163,2003,109.7,71.6
48165,2003,121.4,52.2
48167,2003,127.4,55.1
48169,2003,120.5,52.5
48171,2003,130.0,48.0
48173,2003,116.7,59.5
48175,2003,113.1,68.7
48177,2003,114.1,66.4
48179,2003,127.3,37.4
48181,2003,121.2,51.2
48183,2003,124.9,51.7
48185,2003,119.5,60.1
48187,2003,117.2,62.9
48189,2003,128.5,40.3
48191,2003,115.3,54.9
48193,2003,122.4,53.0
48195,2003,119.9,42.4
48197,2003,110.5,60.0
48199,2003,124.2,56.4
48201,2003,121.5,59.8
48203,2003,126.7,49.5
48205,2003,125.2,35.0
48207,2003,109.9,63.3
48209,2003,117.2,62.3
48211,2003,125.8,39.1
48213,2003,124.5,51.7
48215,2003,92.9,90.5
48217,2003,117.1,58.7
48219,2003,125.7,44.8
48221,2003,117.1,57.3
48223,2003,124.4,50.5
48225,2003,127.0,50.2
48227,2003,116.8,58.8
48229,2003,108.8,65.0
48231,2003,123.6,50.9
48233,2003,121.9,42.2
48235,2003,117.7,59.5
48237,2003,119.7,54.0
48239,2003,116.5,65.4
48241,2003,125.0,53.5
48243,2003,127.6,47.2
48245,2003,128.5,53.0
48247,2003,99.4,83.2
48249,2003,106.3,76.1
48251,2003,118.4,56.7
48253,2003,111.2,64.0
48255,2003,111.8,69.5
48257,2003,121.6,53.8
48259,2003,127.8,50.3
48261,2003,104.4,78.2
48263,2003,114.0,58.2
48265,2003,129.6,48.3
48267,2003,122.8,55.5
48269,2003,109.1,62.3
48271,2003,104.6,77.3
48273,2003,107.3,75.2
48275,2003,108.4,63.8
48277,2003,125.5,48.3
48279,2003,126.6,41.2
48281,2003,117.9,59.0
48283,2003,102.8,78.8
48285,2003,115.0,65.9
48287,2003,116.5,63.0
48289,2003,123.9,53.8
48291,2003,126.1,55.6
48293,2003,119.2,57.8
48295,2003,121.7,40.1
48297,2003,108.6,73.1
48299,2003,122.8,54.6
48301,2003,102.7,74.9
48303,2003,124.9,46.6
48305,2003,122.9,50.0
48307,2003,117.4,60.2
48309,2003,116.6,59.8
48311,2003,105.6,75.9
48313,2003,122.7,56.3
48315,2003,126.6,49.3
48317,2003,116.2,59.7
48319,2003,122.7,55.1
48321,2003,119.8,62.5
48323,2003,98.6,83.3
48325,2003,116.2,64.3
48327,2003,122.4,56.0
48329,2003,114.5,62.3
48331,2003,117.9,60.9
48333,2003,121.2,55.3
48335,2003,116.7,58.3
48337,2003,122.4,50.4
48339,2003,122.5,57.4
48341,2003,123.3,39.7
48343,2003,128.0,47.3
48345,2003,117.5,53.3
48347,2003,125.3,51.8
48349,2003,120.0,56.0
48351,2003,124.6,54.0
48353,2003,118.9,56.0
48355,2003,111.8,70.8
48357,2003,120.3,41.2
48359,2003,127.5,35.8
48361,2003,129.2,51.4
48363,2003,116.4,58.1
48365,2003,127.1,49.5
48367,2003,120.0,54.0
48369,2003,127.3,38.1
48371,2003,113.0,65.7
48373,2003,125.7,52.4
48375,2003,127.3,36.5
48377,2003,85.3,95.9
48379,2003,126.4,48.4
48381,2003,126.5,38.5
48383,2003,116.7,60.3
48385,2003,128.0,50.9
48387,2003,128.8,45.1
48389,2003,107.0,71.1
48391,2003,117.2,64.8
48393,2003,127.7,36.8
48395,2003,120.8,57.9
48397,2003,121.4,53.6
48399,2003,115.3,61.1
48401,2003,125.8,51.0
48403,2003,128.5,49.4
48405,2003,128.3,49.4
48407,2003,126.4,52.8
48409,2003,116.9,65.6
48411,2003,118.9,58.6
48413,2003,127.8,49.9
48415,2003,118.3,56.2
48417,2003,113.3,61.6
48419,2003,126.3,50.8
48421,2003,121.9,39.2
48423,2003,126.0,50.4
48425,2003,114.5,59.7
48427,2003,90.0,93.4
48429,2003,116.1,58.9
48431,2003,116.5,59.3
48433,2003,110.5,62.8
48435,2003,118.9,60.3
48437,2003,127.4,39.2
48439,2003,116.9,57.8
48441,2003,115.9,59.6
48443,2003,114.1,65.8
48445,2003,122.9,49.2
48447,2003,112.1,60.7
48449,2003,127.8,47.2
48451,2003,116.0,61.4
48453,2003,115.2,63.9
48455,2003,127.8,49.2
48457,2003,124.0,54.2
48459,2003,126.0,50.2
48461,2003,115.8,61.6
48463,2003,114.0,66.1
48465,2003,106.0,76.3
48467,2003,125.2,50.4
48469,2003,114.5,67.5
48471,2003,123.5,55.3
48473,2003,119.0,61.6
48475,2003,101.9,76.1
48477,2003,119.1,60.6
48479,2003,95.7,86.9
48481,2003,114.3,67.5
48483,2003,124.9,41.8
48485,2003,112.5,58.7
48487,2003,109.8,60.9
48489,2003,99.8,83.3
48491,2003,115.4,63.2
48493,2003,112.4,68.2
48495,2003,108.3,69.5
48497,2003,121.4,52.0
48499,2003,124.3,51.4
48501,2003,124.8,46.6
48503,2003,114.2,59.0
48505,2003,89.2,93.9
48507,2003,103.1,78.5
49001,2003,108.8,33.0
49003,2003,106.6,31.6
49005,2003,107.4,27.3
49007,2003,111.9,31.4
49009,2003,114.2,12.3
49011,2003,109.6,37.7
49013,2003,114.8,21.7
49015,2003,113.5,31.2
49017,2003,114.0,24.1
49019,2003,108.8,44.9
49021,2003,110.2,31.7
49023,2003,109.9,35.2
49025,2003,111.4,36.7
49027,2003,106.0,42.7
49029,2003,109.3,22.6
49031,2003,114.0,19.0
49033,2003,101.0,11.1
49035,2003,108.8,37.6
49037,2003,117.7,21.5
49039,2003,110.7,28.3
49041,2003,110.6,31.1
49043,2003,108.3,13.4
49045,2003,106.7,37.5
49047,2003,112.0,31.1
49049,2003,110.4,35.1
49051,2003,111.1,16.8
49053,2003,107.1,48.1
49055,2003,116.3,22.8
49057,2003,109.1,33.2
50001,2003,125.1,5.5
50003,2003,128.0,1.1
50005,2003,119.9,1.9
50007,2003,124.8,4.4
50009,2003,118.5,1.6
50011,2003,126.0,3.0
50013,2003,126.2,4.7
50015,2003,122.9,2.0
50017,2003,121.6,1.8
50019,2003,120.0,1.7
50021,2003,126.5,3.6
50023,2003,122.2,2.2
50025,2003,124.0,3.6
50027,2003,122.9,3.3
51001,2003,142.5,18.1
51003,2003,143.5,16.3
51005,2003,150.2,6.2
51007,2003,139.6,20.7
51009,2003,146.1,13.7
51011,2003,146.0,13.4
51015,2003,147.0,9.7
51017,2003,148.0,4.6
51019,2003,150.2,10.1
51021,2003,153.3,0.7
51023,2003,148.2,13.1
51025,2003,142.4,20.3
51027,2003,160.5,0.8
51029,2003,141.4,18.8
51031,2003,148.4,9.1
51033,2003,139.0,21.8
51035,2003,155.8,1.2
51036,2003,138.7,24.2
51037,2003,146.2,12.9
51041,2003,138.6,23.2
51043,2003,140.3,12.9
51045,2003,153.3,3.4
51047,2003,139.9,18.6
51049,2003,139.4,20.8
51051,2003,159.6,0.9
51053,2003,139.8,22.4
51057,2003,139.6,22.2
51059,2003,140.3,15.8
51061,2003,140.8,14.9
51063,2003,154.1,1.1
51065,2003,138.5,20.8
51067,2003,148.9,12.0
51069,2003,141.8,10.8
51071,2003,153.4,2.6
51073,2003,143.9,17.7
51075,2003,137.4,22.9
51077,2003,154.9,0.3
51079,2003,143.9,15.1
51081,2003,140.2,24.1
51083,2003,145.2,14.9
51085,2003,139.3,22.0
51087,2003,138.7,23.1
51089,2003,144.6,17.5
51091,2003,143.7,0.3
51093,2003,138.9,26.4
51095,2003,141.6,21.9
51097,2003,140.8,22.1
51099,2003,139.3,20.1
51101,2003,140.0,22.8
51103,2003,142.1,18.3
51105,2003,160.6,4.8
51107,2003,138.5,15.2
51109,2003,138.3,21.5
51111,2003,144.2,16.3
51113,2003,141.6,16.5
51115,2003,145.7,14.8
51117,2003,142.0,20.1
51119,2003,142.4,18.8
51121,2003,152.8,4.4
51125,2003,145.0,14.6
51127,2003,139.2,23.5
51131,2003,144.3,18.0
51133,2003,142.8,16.7
51135,2003,143.0,16.8
51137,2003,141.6,17.4
51139,2003,144.3,11.5
51141,2003,150.9,9.1
51143,2003,146.2,13.7
51145,2003,138.2,22.1
51147,2003,143.7,16.2
51149,2003,138.2,24.8
51153,2003,140.4,14.8
51155,2003,152.0,5.6
51157,2003,142.0,13.5
51159,2003,140.5,21.0
51161,2003,151.4,7.8
51163,2003,138.7,18.7
51165,2003,145.1,10.9
51167,2003,160.6,1.8
51169,2003,160.4,5.6
51171,2003,143.0,9.2
51173,2003,156.2,1.5
51175,2003,138.0,27.0
51177,2003,138.4,21.1
51179,2003,138.6,19.5
51181,2003,141.2,22.6
51183,2003,139.5,24.1
51185,2003,156.2,0.3
51187,2003,140.6,13.6
51191,2003,158.3,4.5
51193,2003,140.7,19.5
51195,2003,160.2,1.1
51197,2003,153.9,1.8
51199,2003,143.0,20.1
51550,2003,136.3,31.7
51800,2003,137.5,28.2
51810,2003,144.8,21.6
53001,2003,125.0,21.1
53003,2003,118.2,16.9
53005,2003,133.2,26.4
53007,2003,124.2,20.1
53009,2003,137.1,0.4
53011,2003,139.5,9.3
53013,2003,125.0,19.8
53015,2003,139.3,8.4
53017,2003,120.0,16.9
53019,2003,112.6,16.2
53021,2003,131.6,26.1
53023,2003,123.0,18.7
53025,2003,126.9,22.0
53027,2003,139.3,3.7
53029,2003,145.4,0.0
53031,2003,142.6,1.0
53033,2003,139.8,4.4
53035,2003,146.2,2.4
53037,2003,123.2,14.6
53039,2003,123.1,17.2
53041,2003,134.7,7.6
53043,2003,118.6,16.2
53045,2003,134.9,4.8
53047,2003,120.3,22.5
53049,2003,142.3,1.3
53051,2003,109.7,15.9
53053,2003,137.8,5.1
53055,2003,143.7,0.3
53057,2003,146.4,0.8
53059,2003,132.8,11.8
53061,2003,143.4,2.0
53063,2003,115.1,15.0
53065,2003,113.6,18.2
53067,2003,137.0,5.7
53069,2003,139.2,1.6
53071,2003,131.2,25.5
53073,2003,145.3,1.0
53075,2003,119.3,17.4
53077,2003,129.2,24.5
54001,2003,152.8,1.6
54003,2003,140.9,11.7
54005,2003,155.7,6.7
54007,2003,151.2,7.8
54009,2003,151.3,1.4
54011,2003,151.0,11.4
54013,2003,152.0,6.6
54015,2003,154.6,6.0
54017,2003,150.5,6.7
54019,2003,156.7,1.0
54021,2003,151.0,7.5
54023,2003,143.0,5.3
54025,2003,150.7,0.9
54027,2003,141.2,8.2
54029,2003,150.4,2.5
54031,2003,141.8,7.3
54033,2003,152.0,5.1
54035,2003,151.4,8.2
54037,2003,140.3,12.2
54039,2003,154.0,8.0
54041,2003,150.9,7.2
54043,2003,151.3,11.9
54045,2003,155.1,9.1
54047,2003,159.0,1.7
54049,2003,152.7,2.8
54051,2003,149.7,2.6
54053,2003,151.1,8.4
54055,2003,155.9,0.7
54057,2003,140.5,8.8
54059,2003,156.4,7.8
54061,2003,153.7,1.4
54063,2003,152.1,2.9
54065,2003,141.5,9.9
54067,2003,154.6,0.5
54069,2003,150.9,1.3
54071,2003,147.6,1.5
54073,2003,153.4,5.3
54075,2003,143.2,0.1
54077,2003,147.2,0.1
54079,2003,152.1,9.5
54081,2003,155.4,0.1
54083,2003,146.3,0.1
54085,2003,152.4,5.8
54087,2003,151.9,7.7
54089,2003,155.0,1.9
54091,2003,153.7,1.3
54093,2003,142.4,0.2
54095,2003,150.9,5.2
54097,2003,154.2,2.0
54099,2003,153.0,10.3
54101,2003,153.8,0.4
54103,2003,150.1,4.0
54105,2003,151.5,6.9
54107,2003,150.6,8.5
54109,2003,158.2,1.4
55001,2003,127.3,7.7
55003,2003,116.9,2.2
55005,2003,127.8,4.6
55007,2003,115.8,3.0
55009,2003,127.7,2.8
55011,2003,127.9,8.4
55013,2003,126.3,6.2
55015,2003,127.7,4.4
55017,2003,128.5,5.3
55019,2003,127.6,3.3
55021,2003,128.2,8.3
55023,2003,128.9,7.9
55025,2003,128.6,8.1
55027,2003,128.9,6.0
55029,2003,120.7,0.9
55031,2003,112.9,2.9
55033,2003,129.2,5.9
55035,2003,128.3,6.2
55037,2003,120.4,1.6
55039,2003,128.0,4.6
55041,2003,122.8,0.1
55043,2003,130.3,8.5
55045,2003,129.9,9.4
55047,2003,128.7,5.9
55049,2003,128.9,8.7
55051,2003,116.5,1.5
55053,2003,126.0,6.1
55055,2003,128.5,8.9
55057,2003,128.8,7.0
55059,2003,129.3,6.2
55061,2003,123.7,1.8
55063,2003,128.3,8.7
55065,2003,129.6,9.5
55067,2003,124.2,1.2
55069,2003,124.3,1.9
55071,2003,126.1,2.5
55073,2003,126.5,2.8
55075,2003,123.5,3.8
55077,2003,127.5,8.1
55078,2003,125.4,2.2
55079,2003,127.4,7.2
55081,2003,128.3,6.9
55083,2003,125.7,3.7
55085,2003,122.5,0.8
55087,2003,128.1,3.9
55089,2003,126.2,4.3
55091,2003,129.1,7.4
55093,2003,129.9,6.4
55095,2003,128.0,5.4
55097,2003,128.1,3.7
55099,2003,123.8,1.6
55101,2003,128.6,6.6
55103,2003,129.6,7.4
55105,2003,131.1,8.0
55107,2003,127.9,3.8
55109,2003,128.7,4.6
55111,2003,129.1,7.6
55113,2003,123.2,2.5
55115,2003,126.5,3.3
55117,2003,126.1,3.5
55119,2003,126.6,2.6
55121,2003,126.8,7.6
55123,2003,129.7,6.1
55125,2003,121.1,0.7
55127,2003,130.7,7.1
55129,2003,125.4,4.2
55131,2003,126.8,4.9
55133,2003,128.5,6.5
55135,2003,127.6,4.7
55137,2003,128.2,5.9
55139,2003,128.8,4.7
55141,2003,127.9,4.3
56001,2003,107.4,5.4
56003,2003,108.9,27.7
56005,2003,104.8,23.9
56007,2003,105.7,10.4
56009,2003,109.2,22.5
56011,2003,106.1,20.4
56013,2003,110.4,21.7
56015,2003,112.7,26.1
56017,2003,109.2,23.0
56019,2003,107.7,20.1
56021,2003,114.5,19.9
56023,2003,101.9,9.2
56025,2003,106.9,22.9
56027,2003,108.0,21.2
56029,2003,110.1,19.8
56031,2003,112.3,24.0
56033,2003,108.2,20.0
56035,2003,93.6,4.6
56037,2003,103.9,11.3
56039,2003,95.6,6.6
56041,2003,107.7,7.3
56043,2003,108.1,28.7
56045,2003,107.5,24.3
1001,2004,141.3,35.8
1003,2004,139.1,41.5
1005,2004,137.0,40.3
1007,2004,143.3,31.9
1009,2004,148.7,24.8
1011,2004,139.8,36.4
1013,2004,140.3,35.6
1015,2004,150.2,23.1
1017,2004,144.1,30.6
1019,2004,146.4,26.3
1021,2004,147.3,28.4
1023,2004,139.5,36.7
1025,2004,140.3,36.7
1027,2004,151.1,22.0
1029,2004,156.2,16.0
1031,2004,135.8,42.7
1033,2004,153.0,19.9
1035,2004,138.8,38.6
1037,2004,146.3,28.6
1039,2004,133.0,44.8
1041,2004,139.0,37.4
1043,2004,150.5,22.1
1045,2004,136.6,42.2
1047,2004,141.2,35.7
1049,2004,157.1,13.3
1051,2004,138.7,37.8
1053,2004,136.6,42.0
1055,2004,149.9,22.5
1057,2004,146.8,26.8
1059,2004,152.0,20.4
1061,2004,133.2,45.5
1063,2004,142.8,33.4
1065,2004,142.9,33.3
1067,2004,133.4,45.5
1069,2004,130.3,49.2
1071,2004,154.8,15.7
1073,2004,147.4,27.9
1075,2004,145.4,28.8
1077,2004,153.8,18.2
1079,2004,153.2,20.0
1081,2004,143.7,32.5
1083,2004,151.3,20.7
1085,2004,137.3,40.0
1087,2004,140.0,36.1
1089,2004,150.5,20.3
1091,2004,141.7,34.6
1093,2004,150.2,22.3
1095,2004,153.2,19.5
1097,2004,140.1,40.2
1099,2004,140.8,37.1
1101,2004,134.9,42.5
1103,2004,150.5,22.0
1105,2004,145.9,29.7
1107,2004,143.4,32.3
1109,2004,140.4,36.9
1111,2004,150.3,22.3
1113,2004,138.3,39.0
1115,2004,148.6,24.6
1117,2004,145.5,30.2
1119,2004,141.9,34.5
1121,2004,144.4,29.8
1123,2004,143.5,31.4
1125,2004,143.8,31.8
1127,2004,146.0,27.9
1129,2004,137.7,40.2
1131,2004,141.8,34.5
1133,2004,153.2,19.8
4001,2004,132.6,28.4
4003,2004,123.9,50.4
4005,2004,128.3,34.0
4007,2004,114.8,60.8
4009,2004,115.5,60.6
4011,2004,118.3,56.2
4012,2004,75.1,108.3
4013,2004,80.2,102.9
4015,2004,78.0,103.1
4017,2004,136.5,22.2
4019,2004,93.4,87.6
4021,2004,85.0,97.6
4023,2004,124.3,50.2
4025,2004,125.6,46.1
4027,2004,75.5,108.2
5001,2004,146.9,30.8
5003,2004,138.5,40.0
5005,2004,153.5,15.9
5007,2004,158.3,10.5
5009,2004,156.3,11.9
5011,2004,147.9,29.3
5013,2004,147.5,29.5
5015,2004,154.6,14.7
5017,2004,138.0,41.0
5019,2004,150.3,25.8
5021,2004,148.3,23.2
5023,2004,150.6,21.5
5025,2004,146.9,30.3
5027,2004,145.3,33.1
5029,2004,148.8,24.4
5031,2004,147.4,25.5
5033,2004,152.5,20.8
5035,2004,147.3,26.8
5037,2004,149.7,23.9
5039,2004,148.1,27.4
5041,2004,144.4,33.9
5043,2004,140.6,37.9
5045,2004,147.9,26.3
5047,2004,152.1,21.5
5049,2004,152.1,17.4
5051,2004,152.2,22.1
5053,2004,146.5,28.7
5055,2004,149.3,23.2
5057,2004,147.2,30.4
5059,2004,150.4,24.8
5061,2004,145.6,31.0
5063,2004,147.5,25.2
5065,2004,148.7,21.6
5067,2004,147.9,26.4
5069,2004,147.5,30.0
5071,2004,154.3,19.4
5073,2004,143.8,35.2
5075,2004,149.1,23.3
5077,2004,150.6,25.2
5079,2004,146.9,31.2
5081,2004,144.5,34.1
5083,2004,150.7,23.6
5085,2004,148.7,28.1
5087,2004,160.7,9.2
5089,2004,154.4,14.2
5091,2004,143.4,35.5
5093,2004,146.1,27.0
5095,2004,150.0,26.9
5097,2004,153.4,20.1
5099,2004,151.7,26.1
5101,2004,161.1,7.9
5103,2004,146.2,31.1
5105,2004,149.2,24.9
5107,2004,146.0,31.0
5109,2004,151.6,23.8
5111,2004,148.0,25.2
5113,2004,156.9,16.2
5115,2004,152.2,20.7
5117,2004,148.0,28.7
5119,2004,148.5,27.8
5121,2004,151.3,19.6
5123,2004,149.9,25.1
5125,2004,149.6,25.9
5127,2004,152.4,21.0
5129,2004,157.3,12.0
5131,2004,150.3,24.1
5133,2004,145.5,31.0
5135,2004,146.9,23.8
5137,2004,151.2,18.6
5139,2004,146.0,32.2
5141,2004,153.5,17.4
5143,2004,160.1,9.0
5145,2004,148.0,26.6
5147,2004,150.0,25.2
5149,2004,150.3,23.8
6001,2004,157.0,21.9
6003,2004,131.8,12.1
6005,2004,137.5,40.5
6007,2004,136.9,42.1
6009,2004,136.0,40.6
6011,2004,137.9,41.6
6013,2004,153.8,26.4
6015,2004,164.9,0.0
6017,2004,136.6,36.5
6019,2004,129.9,50.2
6021,2004,136.6,42.5
6023,2004,170.6,0.4
6025,2004,80.4,103.4
6027,2004,125.5,42.6
6029,2004,121.7,59.6
6031,2004,125.8,54.8
6033,2004,137.0,31.1
6035,2004,126.3,15.9
6037,2004,125.7,51.5
6039,2004,133.0,45.6
6041,2004,171.4,3.6
6043,2004,133.4,40.8
6045,2004,140.4,25.8
6047,2004,137.4,41.9
6049,2004,124.3,12.7
6051,2004,130.1,24.7
6053,2004,162.5,12.7
6055,2004,156.3,20.0
6057,2004,138.9,38.8
6059,2004,170.7,12.8
6061,2004,134.1,45.4
6063,2004,128.6,15.9
6065,2004,97.2,85.1
6067,2004,146.9,32.4
6069,2004,160.9,13.8
6071,2004,111.7,69.8
6073,2004,152.2,28.1
6077,2004,144.7,34.9
6079,2004,147.9,23.9
6081,2004,173.5,1.3
6083,2004,167.1,8.2
6085,2004,166.5,11.9
6087,2004,175.1,1.9
6089,2004,127.2,34.8
6091,2004,126.6,11.1
6093,2004,125.1,17.0
6095,2004,147.8,31.7
6097,2004,161.6,12.9
6099,2004,140.2,40.0
6101,2004,137.6,42.0
6103,2004,131.1,47.4
6105,2004,124.4,27.2
6107,2004,127.7,52.5
6109,2004,137.7,36.2
6111,2004,172.9,7.4
6113,2004,139.6,40.1
6115,2004,136.8,42.7
8001,2004,133.9,14.3
8003,2004,127.5,0.7
8005,2004,134.7,11.5
8007,2004,128.4,4.6
8009,2004,132.1,25.0
8011,2004,129.6,29.0
8013,2004,136.4,14.0
8014,2004,135.0,16.1
8015,2004,127.5,1.9
8017,2004,133.4,18.6
8019,2004,101.2,0.0
8021,2004,127.4,0.6
8023,2004,129.3,1.3
8025,2004,128.4,28.1
8027,2004,123.5,0.6
8029,2004,133.1,23.1
8031,2004,136.7,12.1
8033,2004,135.8,9.5
8035,2004,137.5,6.3
8037,2004,124.7,2.5
8039,2004,134.6,8.4
8041,2004,137.6,8.5
8043,2004,134.5,9.7
8045,2004,134.1,9.5
8047,2004,100.9,0.0
8049,2004,108.9,0.6
8051,2004,113.7,0.5
8053,2004,115.5,0.1
8055,2004,137.0,3.8
8057,2004,102.8,0.1
8059,2004,134.5,9.0
8061,2004,132.0,22.1
8063,2004,133.9,15.9
8065,2004,91.2,0.0
8067,2004,134.5,8.5
8069,2004,134.9,10.0
8071,2004,138.1,9.4
8073,2004,134.7,11.5
8075,2004,129.9,17.3
8077,2004,131.7,24.2
8079,2004,103.1,0.0
8081,2004,126.2,4.0
8083,2004,135.6,12.0
8085,2004,134.3,18.0
8087,2004,130.1,18.6
8089,2004,128.7,29.4
8091,2004,131.0,1.5
8093,2004,101.2,0.0
8095,2004,132.0,16.7
8097,2004,124.7,1.1
8099,2004,130.4,26.2
8101,2004,132.7,22.0
8103,2004,128.0,4.7
8105,2004,125.7,0.3
8107,2004,117.4,1.4
8109,2004,127.0,0.5
8113,2004,134.3,6.4
8115,2004,131.2,17.5
8117,2004,101.0,0.0
8119,2004,116.0,0.2
8121,2004,132.3,15.4
8123,2004,131.6,15.2
8125,2004,132.5,18.4
9001,2004,143.7,1.2
9003,2004,139.3,4.8
9005,2004,138.6,1.0
9007,2004,140.8,3.0
9009,2004,142.0,1.8
9011,2004,140.0,2.1
9013,2004,137.8,2.0
9015,2004,137.8,2.2
10001,2004,142.8,12.4
10003,2004,142.4,12.5
10005,2004,142.9,13.8
12001,2004,126.9,53.5
12003,2004,128.4,51.2
12005,2004,130.4,50.1
12007,2004,128.6,51.6
12009,2004,129.3,53.8
12011,2004,122.0,61.9
12013,2004,129.5,50.7
12015,2004,123.1,60.2
12017,2004,128.2,53.4
12019,2004,134.7,46.2
12021,2004,116.7,67.0
12023,2004,126.1,54.2
12027,2004,124.4,58.5
12029,2004,129.5,50.7
12031,2004,132.2,48.5
12033,2004,137.9,41.8
12035,2004,132.6,49.4
12037,2004,133.1,47.5
12039,2004,131.5,48.1
12041,2004,128.2,51.9
12043,2004,123.3,60.2
12045,2004,130.8,49.4
12047,2004,125.4,54.7
12049,2004,124.0,58.7
12051,2004,119.8,63.8
12053,2004,128.9,53.2
12055,2004,123.5,59.3
12057,2004,124.7,58.4
12059,2004,130.6,48.5
12061,2004,128.6,54.5
12063,2004,127.2,52.8
12065,2004,130.9,48.8
12067,2004,127.9,52.1
12069,2004,125.8,57.3
12071,2004,121.1,62.7
12073,2004,126.9,52.7
12075,2004,128.7,51.9
12077,2004,127.5,52.7
12079,2004,126.2,53.8
12081,2004,127.4,55.6
12083,2004,128.2,52.8
12085,2004,129.9,53.9
12086,2004,130.4,53.6
12089,2004,129.2,50.6
12091,2004,131.6,47.0
12093,2004,127.0,56.3
12095,2004,125.6,57.9
12097,2004,125.6,57.5
12099,2004,129.3,54.5
12101,2004,124.5,58.2
12103,2004,130.4,53.3
12105,2004,121.9,61.4
12107,2004,130.4,50.8
12109,2004,134.5,47.0
12111,2004,131.7,51.6
12113,2004,133.0,46.2
12115,2004,126.2,57.1
12117,2004,125.8,57.7
12119,2004,127.7,54.5
12121,2004,125.1,55.0
12123,2004,137.5,42.4
12125,2004,126.2,54.0
12127,2004,129.9,52.8
12129,2004,128.1,51.8
12131,2004,130.5,48.5
12133,2004,127.6,52.1
13001,2004,126.1,52.4
13003,2004,125.9,53.5
13005,2004,128.2,50.6
13007,2004,128.9,50.0
13009,2004,129.2,47.4
13011,2004,155.2,17.3
13013,2004,148.5,26.2
13015,2004,150.9,22.8
13017,2004,128.5,50.7
13019,2004,127.5,52.2
13021,2004,129.0,48.6
13023,2004,127.9,50.0
13025,2004,126.3,51.9
13027,2004,128.0,51.7
13029,2004,129.2,49.4
13031,2004,124.7,53.7
13033,2004,130.9,46.4
13035,2004,141.3,34.0
13037,2004,135.0,43.7
13039,2004,132.8,46.0
13043,2004,123.3,54.8
13045,2004,155.9,17.1
13047,2004,153.5,19.3
13049,2004,126.9,52.5
13051,2004,132.5,46.8
13053,2004,137.4,40.6
13055,2004,146.9,25.8
13057,2004,157.1,16.0
13059,2004,145.0,29.8
13061,2004,135.2,43.3
13063,2004,146.8,28.1
13065,2004,128.1,50.9
13067,2004,156.0,18.1
13069,2004,125.4,53.7
13071,2004,124.5,56.0
13073,2004,135.4,40.0
13075,2004,126.8,53.0
